Freq[Hz]        [dBSPL]         Phase[Deg]
20.34           91.37           -38.28
20.43           90.77           -39.12
20.51           90.14           -40.23
20.59           89.49           -41.62
20.68           88.81           -43.30
20.76           88.10           -45.29
20.85           87.37           -47.56
20.94           86.62           -50.10
21.02           85.86           -52.86
21.11           85.08           -55.79
21.20           84.30           -58.83
21.28           83.52           -61.89
21.37           82.74           -64.90
21.46           81.98           -67.78
21.55           81.24           -70.44
21.63           80.54           -72.84
21.72           79.87           -74.90
21.81           79.26           -76.60
21.90           78.70           -77.89
21.99           78.20           -78.75
22.08           77.77           -79.16
22.17           77.41           -79.12
22.27           77.11           -78.63
22.36           76.87           -77.72
22.45           76.68           -76.41
22.54           76.54           -74.74
22.63           76.44           -72.76
22.73           76.35           -70.54
22.82           76.28           -68.15
22.91           76.21           -65.66
23.01           76.13           -63.13
23.10           76.05           -60.61
23.20           75.94           -58.13
23.29           75.81           -55.72
23.39           75.67           -53.38
23.49           75.50           -51.13
23.58           75.30           -48.93
23.68           75.08           -46.78
23.78           74.83           -44.62
23.87           74.56           -42.41
23.97           74.26           -40.07
24.07           73.95           -37.53
24.17           73.62           -34.68
24.27           73.30           -31.42
24.37           72.99           -27.64
24.47           72.71           -23.24
24.57           72.48           -18.18
24.67           72.30           -12.38
24.77           72.20           -5.83
24.88           72.17           1.48
24.98           72.23           9.55
25.08           72.37           18.34
25.18           72.58           27.79
25.29           72.86           37.83
25.39           73.18           48.36
25.50           73.54           59.25
25.60           73.90           70.36
25.71           74.26           81.51
25.81           74.61           92.52
25.92           74.93           103.21
26.02           75.21           113.42
26.13           75.46           122.98
26.24           75.66           131.76
26.35           75.82           139.62
26.45           75.94           146.44
26.56           76.01           152.12
26.67           76.03           156.57
26.78           76.01           159.70
26.89           75.93           161.47
27.00           75.81           161.80
27.11           75.63           160.69
27.23           75.41           158.10
27.34           75.13           154.07
27.45           74.81           148.63
27.56           74.44           141.85
27.68           74.03           133.78
27.79           73.58           124.52
27.90           73.10           114.18
28.02           72.60           102.87
28.14           72.08           90.74
28.25           71.55           77.95
28.37           71.03           64.68
28.48           70.54           51.11
28.60           70.11           37.46
28.72           69.75           23.93
28.84           69.50           10.68
28.96           69.40           -2.14
29.07           69.44           -14.40
29.19           69.64           -26.04
29.31           69.96           -36.99
29.43           70.37           -47.27
29.56           70.83           -56.88
29.68           71.29           -65.91
29.80           71.70           -74.45
29.92           72.04           -82.64
30.04           72.29           -90.66
30.17           72.46           -98.67
30.29           72.54           -106.81
30.42           72.56           -115.22
30.54           72.51           -123.98
30.67           72.41           -133.11
30.79           72.25           -142.61
30.92           72.02           -152.39
31.05           71.71           -162.34
31.18           71.30           -172.26
31.30           70.78           178.08
31.43           70.12           168.96
31.56           69.29           160.68
31.69           68.29           153.49
31.82           67.11           147.64
31.95           65.81           143.33
32.08           64.42           140.69
32.22           63.02           139.77
32.35           61.71           140.56
32.48           60.58           142.94
32.62           59.72           146.74
32.75           59.21           151.66
32.88           59.02           157.38
33.02           59.11           163.54
33.16           59.41           169.80
33.29           59.84           175.80
33.43           60.36           -178.78
33.57           60.92           -174.21
33.70           61.51           -170.69
33.84           62.11           -168.30
33.98           62.71           -167.05
34.12           63.32           -166.87
34.26           63.91           -167.58
34.40           64.51           -168.98
34.54           65.08           -170.83
34.69           65.64           -172.89
34.83           66.17           -174.91
34.97           66.67           -176.61
35.12           67.12           -177.81
35.26           67.52           -178.37
35.41           67.86           -178.27
35.55           68.13           -177.52
35.70           68.34           -176.24
35.84           68.47           -174.58
35.99           68.54           -172.71
36.14           68.54           -170.81
36.29           68.49           -169.10
36.44           68.38           -167.82
36.59           68.21           -167.16
36.74           67.99           -167.27
36.89           67.70           -168.23
37.04           67.34           -170.07
37.19           66.90           -172.76
37.35           66.39           -176.23
37.50           65.81           179.64
37.65           65.15           175.01
37.81           64.44           170.05
37.97           63.72           165.03
38.12           63.01           160.16
38.28           62.37           155.67
38.44           61.85           151.77
38.59           61.46           148.63
38.75           61.23           146.38
38.91           61.15           145.10
39.07           61.21           144.81
39.23           61.39           145.48
39.39           61.66           147.02
39.56           62.00           149.28
39.72           62.39           152.09
39.88           62.82           155.23
40.05           63.27           158.45
40.21           63.73           161.54
40.38           64.20           164.32
40.54           64.67           166.60
40.71           65.12           168.26
40.88           65.56           169.20
41.04           65.97           169.33
41.21           66.35           168.65
41.38           66.70           167.22
41.55           67.00           165.11
41.72           67.27           162.42
41.90           67.50           159.27
42.07           67.68           155.78
42.24           67.83           152.10
42.42           67.95           148.37
42.59           68.03           144.75
42.76           68.08           141.33
42.94           68.11           138.20
43.12           68.11           135.38
43.29           68.10           132.90
43.47           68.07           130.76
43.65           68.03           128.91
43.83           67.99           127.32
44.01           67.95           125.89
44.19           67.94           124.56
44.37           67.95           123.27
44.56           67.99           121.98
44.74           68.08           120.67
44.92           68.20           119.31
45.11           68.36           117.90
45.29           68.55           116.43
45.48           68.77           114.93
45.67           69.00           113.41
45.86           69.25           111.87
46.04           69.50           110.33
46.23           69.74           108.79
46.42           69.97           107.24
46.61           70.18           105.68
46.81           70.37           104.11
47.00           70.53           102.52
47.19           70.65           100.90
47.39           70.74           99.24
47.58           70.79           97.54
47.78           70.81           95.79
47.97           70.80           93.99
48.17           70.77           92.15
48.37           70.71           90.25
48.57           70.65           88.30
48.77           70.58           86.31
48.97           70.53           84.29
49.17           70.49           82.26
49.37           70.48           80.22
49.58           70.52           78.22
49.78           70.59           76.26
49.98           70.71           74.39
50.19           70.86           72.62
50.40           71.04           70.97
50.60           71.24           69.43
50.81           71.44           68.02
51.02           71.64           66.71
51.23           71.84           65.49
51.44           72.02           64.36
51.65           72.19           63.29
51.86           72.33           62.29
52.08           72.45           61.35
52.29           72.56           60.47
52.51           72.64           59.64
52.72           72.70           58.85
52.94           72.76           58.10
53.16           72.81           57.35
53.38           72.87           56.55
53.60           72.93           55.69
53.82           73.00           54.72
54.04           73.07           53.61
54.26           73.15           52.32
54.48           73.22           50.87
54.71           73.28           49.29
54.93           73.34           47.62
55.16           73.39           45.92
55.39           73.44           44.29
55.61           73.48           42.82
55.84           73.53           41.57
56.07           73.59           40.58
56.30           73.65           39.81
56.53           73.71           39.18
56.77           73.77           38.59
57.00           73.83           37.88
57.23           73.88           36.90
57.47           73.91           35.55
57.71           73.95           33.81
57.94           73.98           31.72
58.18           74.02           29.35
58.42           74.07           26.82
58.66           74.13           24.26
58.90           74.21           21.74
59.15           74.30           19.27
59.39           74.40           16.81
59.63           74.51           14.34
59.88           74.62           11.84
60.12           74.74           9.31
60.37           74.85           6.81
60.62           74.96           4.46
60.87           75.07           2.41
61.12           75.19           0.73
61.37           75.31           -0.52
61.62           75.43           -1.36
61.88           75.55           -1.88
62.13           75.67           -2.21
62.39           75.78           -2.50
62.64           75.89           -2.87
62.90           76.00           -3.39
63.16           76.11           -4.12
63.42           76.23           -5.06
63.68           76.37           -6.23
63.94           76.52           -7.62
64.21           76.69           -9.24
64.47           76.88           -11.13
64.74           77.09           -13.27
65.00           77.31           -15.64
65.27           77.54           -18.20
65.54           77.76           -20.86
65.81           77.97           -23.55
66.08           78.16           -26.22
66.35           78.33           -28.85
66.62           78.48           -31.45
66.90           78.63           -34.09
67.17           78.76           -36.80
67.45           78.90           -39.62
67.73           79.04           -42.54
68.00           79.18           -45.54
68.28           79.31           -48.53
68.56           79.42           -51.45
68.85           79.51           -54.26
69.13           79.57           -56.95
69.41           79.61           -59.57
69.70           79.65           -62.19
69.99           79.69           -64.93
70.27           79.75           -67.85
70.56           79.84           -71.00
70.85           79.93           -74.39
71.14           80.02           -77.99
71.44           80.09           -81.74
71.73           80.13           -85.58
72.03           80.13           -89.46
72.32           80.09           -93.36
72.62           80.02           -97.26
72.92           79.93           -101.14
73.22           79.84           -105.00
73.52           79.74           -108.83
73.82           79.64           -112.63
74.13           79.54           -116.37
74.43           79.42           -120.05
74.74           79.27           -123.63
75.04           79.08           -127.08
75.35           78.85           -130.39
75.66           78.57           -133.50
75.97           78.26           -136.43
76.29           77.93           -139.16
76.60           77.59           -141.73
76.92           77.25           -144.18
77.23           76.90           -146.58
77.55           76.54           -148.96
77.87           76.17           -151.35
78.19           75.76           -153.75
78.51           75.33           -156.15
78.83           74.86           -158.50
79.16           74.35           -160.77
79.48           73.80           -162.92
79.81           73.24           -164.90
80.14           72.68           -166.70
80.47           72.15           -168.33
80.80           71.68           -169.82
81.13           71.27           -171.22
81.47           70.91           -172.55
81.80           70.58           -173.83
82.14           70.26           -175.03
82.47           69.93           -176.11
82.81           69.58           -177.01
83.15           69.22           -177.66
83.50           68.84           -177.96
83.84           68.45           -177.81
84.19           68.04           -177.05
84.53           67.63           -175.63
84.88           67.19           -173.66
85.23           66.74           -171.43
85.58           66.28           -169.35
85.93           65.84           -167.81
86.28           65.45           -166.94
86.64           65.14           -166.65
87.00           64.94           -166.63
87.35           64.82           -166.53
87.71           64.79           -166.07
88.07           64.84           -165.07
88.44           65.00           -163.46
88.80           65.31           -161.34
89.16           65.75           -159.07
89.53           66.27           -157.27
89.90           66.75           -156.67
90.27           67.12           -157.70
90.64           67.39           -160.29
91.01           67.58           -163.80
91.39           67.72           -167.25
91.76           67.85           -169.98
92.14           67.96           -171.77
92.52           68.08           -172.93
92.90           68.18           -174.05
93.28           68.26           -175.62
93.67           68.31           -177.95
94.05           68.31           178.82
94.44           68.27           174.78
94.83           68.16           170.20
95.22           68.00           165.56
95.61           67.83           161.49
96.00           67.70           158.48
96.40           67.64           156.58
96.79           67.60           155.44
97.19           67.55           154.31
97.59           67.46           152.65
97.99           67.33           150.27
98.40           67.16           147.40
98.80           67.00           144.50
99.21           66.86           141.89
99.62           66.74           139.65
100.03          66.62           137.68
100.44          66.49           135.79
100.85          66.33           133.83
101.26          66.17           131.69
101.68          66.02           129.30
102.10          65.92           126.65
102.52          65.88           123.80
102.94          65.89           120.84
103.36          65.93           117.91
103.79          65.99           115.03
104.22          66.06           112.08
104.65          66.11           108.88
105.08          66.15           105.32
105.51          66.18           101.47
105.94          66.24           97.49
106.38          66.31           93.50
106.82          66.39           89.52
107.25          66.45           85.44
107.70          66.46           81.16
108.14          66.42           76.62
108.58          66.34           71.83
109.03          66.24           66.83
109.48          66.17           61.76
109.93          66.14           56.84
110.38          66.16           52.23
110.84          66.21           47.89
111.29          66.25           43.60
111.75          66.27           39.05
112.21          66.27           34.02
112.67          66.30           28.45
113.13          66.41           22.46
113.60          66.66           16.21
114.07          67.00           9.88
114.54          67.33           3.57
115.01          67.58           -2.70
115.48          67.78           -8.92
115.95          67.94           -15.15
116.43          68.07           -21.46
116.91          68.18           -27.92
117.39          68.27           -34.50
117.87          68.37           -41.14
118.36          68.50           -47.70
118.85          68.66           -54.11
119.33          68.84           -60.32
119.83          69.01           -66.36
120.32          69.12           -72.29
120.81          69.17           -78.17
121.31          69.16           -84.02
121.81          69.15           -89.85
122.31          69.20           -95.58
122.81          69.28           -101.14
123.32          69.39           -106.45
123.83          69.52           -111.52
124.34          69.65           -116.43
124.85          69.78           -121.31
125.36          69.91           -126.25
125.88          70.05           -131.22
126.39          70.20           -136.17
126.91          70.33           -141.07
127.44          70.45           -145.97
127.96          70.55           -150.89
128.49          70.64           -155.76
129.01          70.73           -160.47
129.55          70.82           -164.99
130.08          70.91           -169.41
130.61          70.98           -173.82
131.15          71.02           -178.27
131.69          71.03           177.20
132.23          71.02           172.64
132.78          70.99           168.13
133.32          70.96           163.80
133.87          70.89           159.68
134.42          70.81           155.71
134.97          70.71           151.86
135.53          70.61           148.13
136.09          70.51           144.50
136.65          70.39           140.87
137.21          70.25           137.14
137.77          70.08           133.29
138.34          69.90           129.43
138.91          69.75           125.67
139.48          69.60           122.11
140.05          69.45           118.84
140.63          69.28           115.81
141.21          69.09           112.82
141.79          68.91           109.71
142.37          68.73           106.45
142.96          68.57           103.16
143.55          68.40           99.97
144.14          68.21           97.02
144.73          68.00           94.39
145.32          67.78           92.01
145.92          67.58           89.77
146.52          67.40           87.63
147.13          67.20           85.58
147.73          66.96           83.63
148.34          66.67           81.69
148.95          66.41           79.67
149.56          66.20           77.60
150.18          66.03           75.66
150.79          65.84           73.92
151.41          65.60           72.26
152.04          65.30           70.64
152.66          64.97           69.05
153.29          64.65           67.43
153.92          64.38           65.64
154.55          64.17           63.72
155.19          63.99           61.92
155.83          63.80           60.47
156.47          63.61           59.36
157.11          63.42           58.40
157.76          63.25           57.48
158.41          63.12           56.60
159.06          63.01           55.83
159.71          62.90           55.34
160.37          62.79           55.28
161.03          62.70           55.42
161.69          62.62           55.32
162.36          62.56           54.85
163.03          62.53           54.25
163.70          62.52           53.89
164.37          62.49           54.02
165.05          62.41           54.40
165.72          62.34           54.40
166.41          62.29           53.80
167.09          62.28           52.96
167.78          62.29           52.21
168.47          62.30           51.56
169.16          62.28           50.90
169.86          62.24           50.00
170.56          62.19           48.77
171.26          62.15           47.44
171.96          62.14           46.51
172.67          62.20           46.26
173.38          62.36           45.92
174.09          62.55           43.71
174.81          62.71           39.15
175.53          62.84           34.78
176.25          62.94           32.76
176.97          63.02           32.06
177.70          63.07           31.05
178.43          63.10           29.74
179.17          63.13           28.47
179.90          63.17           26.97
180.64          63.26           25.02
181.39          63.39           22.85
182.13          63.57           20.73
182.88          63.72           18.57
183.63          63.81           16.14
184.39          63.83           13.87
185.15          63.83           13.15
185.91          63.88           14.18
186.67          63.95           14.71
187.44          63.98           13.30
188.21          63.96           11.05
188.99          63.91           9.10
189.76          63.88           7.10
190.55          63.91           4.76
191.33          63.96           2.66
192.12          63.97           0.96
192.91          63.90           -0.89
193.70          63.77           -2.93
194.50          63.67           -4.61
195.30          63.61           -6.08
196.10          63.56           -7.77
196.91          63.45           -9.44
197.72          63.28           -10.79
198.53          63.14           -12.21
199.35          63.08           -13.88
200.17          63.07           -15.40
200.99          63.06           -16.75
201.82          62.98           -18.21
202.65          62.82           -19.56
203.48          62.60           -20.73
204.32          62.37           -21.63
205.16          62.21           -21.74
206.00          62.18           -21.04
206.85          62.24           -20.43
207.70          62.30           -20.16
208.55          62.40           -19.71
209.41          62.60           -19.23
210.27          62.79           -19.12
211.14          62.96           -19.39
212.01          63.14           -20.15
212.88          63.41           -21.53
213.75          63.73           -22.95
214.63          64.03           -23.80
215.52          64.33           -24.72
216.40          64.66           -26.32
217.29          64.96           -28.47
218.19          65.22           -31.03
219.08          65.41           -34.09
219.99          65.54           -37.76
220.89          65.62           -41.66
221.80          65.68           -45.51
222.71          65.68           -49.32
223.63          65.69           -53.03
224.55          65.72           -56.52
225.47          65.74           -59.49
226.40          65.69           -62.01
227.33          65.60           -64.58
228.26          65.53           -67.35
229.20          65.42           -69.89
230.15          65.28           -72.11
231.09          65.19           -74.20
232.04          65.13           -76.52
233.00          65.04           -79.16
233.96          64.97           -81.31
234.92          64.97           -82.76
235.88          64.94           -84.17
236.86          64.91           -85.98
237.83          64.92           -87.87
238.81          64.93           -89.20
239.79          64.93           -90.71
240.78          64.93           -92.68
241.77          64.95           -94.42
242.76          65.02           -96.24
243.76          65.12           -98.44
244.76          65.21           -100.76
245.77          65.27           -102.91
246.78          65.27           -104.79
247.80          65.29           -106.53
248.81          65.38           -108.69
249.84          65.41           -111.40
250.87          65.45           -114.28
251.90          65.55           -117.01
252.93          65.60           -119.84
253.97          65.63           -123.07
255.02          65.70           -125.96
256.07          65.73           -128.55
257.12          65.75           -131.81
258.18          65.72           -134.84
259.24          65.66           -137.29
260.31          65.64           -140.41
261.38          65.62           -143.86
262.45          65.62           -147.05
263.53          65.61           -150.01
264.62          65.51           -153.04
265.70          65.41           -155.92
266.80          65.31           -158.49
267.90          65.10           -160.86
269.00          64.86           -163.20
270.10          64.65           -165.58
271.21          64.45           -167.70
272.33          64.28           -169.89
273.45          64.09           -171.96
274.58          63.91           -173.35
275.70          63.74           -174.60
276.84          63.55           -175.46
277.98          63.33           -176.30
279.12          63.12           -177.09
280.27          62.94           -178.10
281.42          62.82           -179.00
282.58          62.82           -179.49
283.74          62.84           179.97
284.91          62.92           179.09
286.08          63.14           178.59
287.26          63.26           178.03
288.44          63.39           176.88
289.63          63.62           175.90
290.82          63.93           175.80
292.01          64.29           174.94
293.21          64.59           172.65
294.42          64.94           170.86
295.63          65.24           169.36
296.85          65.54           166.93
298.07          65.84           164.12
299.29          66.12           161.53
300.53          66.39           158.60
301.76          66.68           155.33
303.00          66.98           152.32
304.25          67.30           149.03
305.50          67.60           145.73
306.76          67.84           142.30
308.02          68.05           138.33
309.29          68.23           133.83
310.56          68.38           129.51
311.84          68.56           125.85
313.12          68.73           121.86
314.41          68.86           117.52
315.70          69.00           113.47
317.00          69.15           109.71
318.30          69.29           105.65
319.61          69.40           101.41
320.93          69.49           97.47
322.25          69.56           93.37
323.57          69.61           89.03
324.90          69.65           84.75
326.24          69.67           80.51
327.58          69.70           76.67
328.93          69.73           72.79
330.28          69.75           68.30
331.64          69.75           64.14
333.00          69.73           60.15
334.37          69.76           56.16
335.75          69.74           52.08
337.13          69.72           47.91
338.52          69.73           44.44
339.91          69.69           40.81
341.31          69.65           37.00
342.71          69.60           33.18
344.12          69.50           29.38
345.54          69.43           25.64
346.96          69.38           21.64
348.38          69.34           17.57
349.82          69.27           13.35
351.26          69.18           9.65
352.70          69.11           5.70
354.15          69.04           1.65
355.61          68.90           -2.13
357.07          68.81           -5.75
358.54          68.72           -9.44
360.02          68.55           -13.57
361.50          68.42           -17.53
362.98          68.31           -21.73
364.48          68.19           -25.33
365.98          68.11           -28.88
367.48          67.98           -32.49
368.99          67.88           -35.92
370.51          67.75           -39.02
372.03          67.59           -41.93
373.56          67.52           -45.36
375.10          67.40           -48.55
376.64          67.30           -51.60
378.19          67.17           -54.79
379.75          67.04           -58.26
381.31          66.88           -61.63
382.88          66.78           -64.82
384.45          66.71           -67.49
386.04          66.60           -70.15
387.62          66.51           -73.11
389.22          66.40           -76.03
390.82          66.32           -79.22
392.43          66.20           -82.09
394.04          66.16           -85.51
395.66          66.11           -88.71
397.29          66.05           -91.69
398.92          65.89           -94.67
400.56          65.76           -97.68
402.21          65.73           -100.89
403.87          65.76           -103.99
405.53          65.71           -105.93
407.20          65.68           -107.58
408.87          65.57           -111.75
410.55          65.51           -114.86
412.24          65.44           -118.52
413.94          65.37           -122.20
415.64          65.25           -125.21
417.35          65.21           -128.35
419.07          65.04           -131.35
420.79          64.93           -135.08
422.52          64.74           -138.07
424.26          64.82           -141.55
426.00          64.72           -144.46
427.76          64.62           -147.97
429.51          64.42           -151.35
431.28          64.36           -155.46
433.06          64.27           -160.25
434.84          64.21           -162.64
436.63          64.17           -166.23
438.42          64.09           -168.89
440.22          64.08           -171.64
442.04          64.12           -174.68
443.85          64.13           -177.45
445.68          64.26           179.63
447.51          64.35           177.06
449.35          64.49           173.75
451.20          64.64           170.93
453.06          64.73           167.78
454.92          64.89           165.26
456.79          65.07           162.58
458.67          65.19           159.40
460.56          65.39           156.14
462.45          65.65           152.37
464.35          65.86           148.79
466.26          66.07           144.88
468.18          66.28           140.67
470.11          66.51           136.43
472.04          66.67           131.84
473.98          66.76           127.06
475.93          66.87           122.44
477.89          67.04           117.91
479.86          67.12           113.06
481.83          67.21           107.96
483.81          67.28           102.80
485.80          67.32           97.46
487.80          67.39           92.25
489.81          67.39           87.67
491.82          67.38           83.08
493.85          67.32           78.58
495.88          67.30           73.71
497.92          67.25           69.46
499.96          67.13           65.08
502.02          67.05           60.78
504.09          66.96           57.20
506.16          66.91           53.14
508.24          66.78           49.01
510.33          66.70           45.39
512.43          66.74           41.49
514.54          66.71           37.58
516.66          66.71           34.35
518.78          66.67           31.03
520.91          66.65           27.26
523.06          66.70           24.09
525.21          66.76           20.57
527.37          66.85           17.09
529.54          66.94           13.72
531.72          67.09           10.22
533.90          67.28           6.58
536.10          67.49           2.55
538.30          67.76           -1.09
540.52          67.97           -4.91
542.74          68.21           -9.28
544.97          68.46           -13.56
547.22          68.80           -17.63
549.47          69.03           -22.40
551.73          69.29           -27.36
554.00          69.60           -32.53
556.28          69.87           -38.35
558.56          70.09           -43.77
560.86          70.29           -49.50
563.17          70.48           -55.94
565.48          70.63           -62.13
567.81          70.76           -68.39
570.15          70.86           -74.61
572.49          70.95           -81.09
574.85          71.03           -87.56
577.21          71.09           -93.89
579.59          71.11           -100.38
581.97          71.06           -106.69
584.36          71.06           -113.19
586.77          71.05           -119.56
589.18          70.95           -125.95
591.60          70.86           -132.01
594.04          70.78           -138.19
596.48          70.70           -143.93
598.93          70.62           -149.64
601.40          70.56           -155.23
603.87          70.48           -161.01
606.36          70.42           -166.94
608.85          70.32           -172.44
611.35          70.26           -177.86
613.87          70.20           176.67
616.39          70.16           171.40
618.93          70.17           165.54
621.47          70.21           160.12
624.03          70.21           154.81
626.60          70.29           149.65
629.18          70.36           144.06
631.76          70.48           138.24
634.36          70.56           132.22
636.97          70.65           126.43
639.59          70.72           119.83
642.22          70.78           113.73
644.86          70.87           107.44
647.52          70.96           100.64
650.18          71.04           93.66
652.85          71.10           86.55
655.54          71.06           79.37
658.24          71.06           72.08
660.94          70.99           64.76
663.66          70.92           57.19
666.39          70.82           49.46
669.13          70.65           41.94
671.89          70.41           34.63
674.65          70.16           27.50
677.42          69.88           20.31
680.21          69.57           14.45
683.01          69.26           8.12
685.82          68.91           2.49
688.64          68.48           -1.93
691.47          68.09           -5.98
694.32          67.68           -9.90
697.17          67.46           -13.37
700.04          67.18           -16.48
702.92          67.03           -19.63
705.81          66.97           -22.82
708.71          67.05           -26.05
711.63          67.22           -29.26
714.56          67.49           -32.75
717.50          67.82           -36.45
720.45          68.15           -40.27
723.41          68.44           -45.07
726.39          68.76           -49.73
729.37          69.06           -55.22
732.37          69.35           -61.88
735.39          69.55           -68.93
738.41          69.73           -76.12
741.45          69.91           -83.65
744.50          70.04           -91.10
747.56          70.15           -98.64
750.64          70.22           -106.18
753.72          70.33           -113.51
756.82          70.35           -121.12
759.94          70.41           -128.64
763.06          70.44           -135.87
766.20          70.46           -143.19
769.35          70.51           -150.61
772.52          70.51           -158.11
775.69          70.54           -165.07
778.89          70.58           -172.11
782.09          70.64           -179.26
785.31          70.71           173.79
788.54          70.74           166.53
791.78          70.80           159.09
795.04          70.84           151.70
798.31          70.85           144.08
801.59          70.83           136.44
804.89          70.89           128.92
808.20          70.83           121.58
811.52          70.84           113.87
814.86          70.83           106.29
818.21          70.84           98.89
821.58          70.81           91.66
824.96          70.79           84.00
828.35          70.76           76.69
831.76          70.72           69.64
835.18          70.67           62.46
838.62          70.64           55.32
842.06          70.63           48.27
845.53          70.61           41.21
849.01          70.67           34.49
852.50          70.68           27.67
856.01          70.70           21.02
859.53          70.83           14.15
863.06          70.88           7.09
866.61          70.91           0.23
870.18          70.97           -6.99
873.76          71.07           -14.49
877.35          71.14           -21.80
880.96          71.22           -29.42
884.58          71.28           -37.22
888.22          71.35           -45.02
891.87          71.44           -52.58
895.54          71.49           -60.38
899.23          71.56           -68.35
902.93          71.61           -76.35
906.64          71.67           -84.48
910.37          71.73           -92.82
914.11          71.75           -101.16
917.87          71.80           -109.27
921.65          71.87           -117.75
925.44          71.94           -125.80
929.25          72.01           -133.96
933.07          72.06           -142.43
936.91          72.12           -150.53
940.76          72.21           -158.85
944.63          72.31           -167.35
948.52          72.38           -175.85
952.42          72.48           175.59
956.33          72.56           167.24
960.27          72.63           158.50
964.22          72.74           149.85
968.18          72.83           141.25
972.17          72.96           132.63
