Freq[Hz]        [dBSPL]         Phase[Deg]
17.19           96.65           -36.78
17.26           96.89           -35.84
17.33           97.11           -35.58
17.40           97.31           -36.03
17.48           97.50           -37.22
17.55           97.68           -39.17
17.62           97.84           -41.88
17.69           97.97           -45.36
17.77           98.09           -49.59
17.84           98.18           -54.54
17.91           98.25           -60.19
17.99           98.30           -66.49
18.06           98.32           -73.37
18.13           98.31           -80.78
18.21           98.28           -88.62
18.28           98.22           -96.83
18.36           98.13           -105.29
18.43           98.01           -113.93
18.51           97.87           -122.65
18.59           97.69           -131.35
18.66           97.48           -139.96
18.74           97.23           -148.39
18.82           96.96           -156.58
18.89           96.65           -164.48
18.97           96.31           -172.04
19.05           95.94           -179.23
19.13           95.53           173.97
19.21           95.09           167.57
19.29           94.62           161.57
19.37           94.11           155.95
19.44           93.57           150.68
19.52           93.00           145.72
19.61           92.41           141.02
19.69           91.78           136.51
19.77           91.13           132.11
19.85           90.46           127.74
19.93           89.77           123.32
20.01           89.07           118.76
20.09           88.36           113.97
20.18           87.64           108.90
20.26           86.92           103.49
20.34           86.21           97.68
20.43           85.50           91.43
20.51           84.81           84.72
20.59           84.13           77.53
20.68           83.47           69.84
20.76           82.83           61.67
20.85           82.22           53.01
20.94           81.63           43.91
21.02           81.07           34.39
21.11           80.53           24.50
21.20           80.02           14.30
21.28           79.53           3.87
21.37           79.06           -6.72
21.46           78.60           -17.40
21.55           78.15           -28.09
21.63           77.72           -38.72
21.72           77.29           -49.23
21.81           76.87           -59.54
21.90           76.46           -69.59
21.99           76.06           -79.33
22.08           75.66           -88.69
22.17           75.27           -97.61
22.27           74.89           -106.05
22.36           74.52           -113.96
22.45           74.17           -121.28
22.54           73.84           -127.97
22.63           73.54           -134.00
22.73           73.28           -139.32
22.82           73.07           -143.90
22.91           72.91           -147.71
23.01           72.83           -150.71
23.10           72.82           -152.91
23.20           72.90           -154.27
23.29           73.05           -154.80
23.39           73.26           -154.51
23.49           73.53           -153.40
23.58           73.84           -151.48
23.68           74.15           -148.80
23.78           74.46           -145.39
23.87           74.75           -141.28
23.97           74.99           -136.54
24.07           75.17           -131.22
24.17           75.29           -125.39
24.27           75.34           -119.14
24.37           75.32           -112.55
24.47           75.23           -105.71
24.57           75.09           -98.70
24.67           74.88           -91.62
24.77           74.60           -84.55
24.88           74.26           -77.60
24.98           73.83           -70.84
25.08           73.30           -64.39
25.18           72.66           -58.33
25.29           71.90           -52.77
25.39           70.98           -47.80
25.50           69.90           -43.54
25.60           68.65           -40.07
25.71           67.23           -37.52
25.81           65.66           -35.95
25.92           64.01           -35.42
26.02           62.34           -35.97
26.13           60.79           -37.58
26.24           59.52           -40.22
26.35           58.78           -43.84
26.45           58.75           -48.32
26.56           59.46           -53.55
26.67           60.70           -59.35
26.78           62.25           -65.54
26.89           63.89           -71.89
27.00           65.50           -78.11
27.11           67.00           -83.93
27.23           68.34           -89.02
27.34           69.51           -93.10
27.45           70.50           -95.93
27.56           71.34           -97.32
27.68           72.03           -97.11
27.79           72.60           -95.21
27.90           73.05           -91.59
28.02           73.41           -86.26
28.14           73.69           -79.29
28.25           73.89           -70.81
28.37           74.03           -61.01
28.48           74.09           -50.13
28.60           74.09           -38.47
28.72           74.01           -26.33
28.84           73.84           -14.03
28.96           73.58           -1.85
29.07           73.24           9.99
29.19           72.80           21.31
29.31           72.28           31.98
29.43           71.68           41.93
29.56           71.03           51.16
29.68           70.32           59.71
29.80           69.57           67.69
29.92           68.81           75.26
30.04           68.04           82.62
30.17           67.28           89.99
30.29           66.55           97.57
30.42           65.84           105.55
30.54           65.17           114.05
30.67           64.55           123.13
30.79           63.98           132.80
30.92           63.47           142.98
31.05           63.01           153.54
31.18           62.61           164.27
31.30           62.26           174.88
31.43           61.96           -174.97
31.56           61.70           -165.62
31.69           61.47           -157.38
31.82           61.27           -150.55
31.95           61.08           -145.37
32.08           60.90           -142.00
32.22           60.73           -140.50
32.35           60.55           -140.83
32.48           60.37           -142.85
32.62           60.18           -146.31
32.75           59.97           -150.87
32.88           59.76           -156.10
33.02           59.53           -161.54
33.16           59.30           -166.78
33.29           59.05           -171.39
33.43           58.80           -174.95
33.57           58.55           -177.14
33.70           58.31           -177.77
33.84           58.09           -176.72
33.98           57.90           -174.03
34.12           57.75           -169.81
34.26           57.67           -164.34
34.40           57.68           -157.91
34.54           57.79           -150.88
34.69           58.02           -143.65
34.83           58.36           -136.63
34.97           58.80           -130.27
35.12           59.31           -124.94
35.26           59.85           -120.93
35.41           60.38           -118.46
35.55           60.86           -117.66
35.70           61.26           -118.57
35.84           61.56           -121.16
35.99           61.79           -125.32
36.14           61.94           -130.89
36.29           62.02           -137.63
36.44           62.06           -145.20
36.59           62.05           -153.30
36.74           61.99           -161.60
36.89           61.89           -169.78
37.04           61.74           -177.57
37.19           61.55           175.30
37.35           61.32           169.05
37.50           61.10           163.82
37.65           60.93           159.72
37.81           60.90           156.79
37.97           61.06           154.99
38.12           61.44           154.26
38.28           61.96           154.48
38.44           62.48           155.48
38.59           62.93           157.08
38.75           63.25           159.07
38.91           63.47           161.27
39.07           63.60           163.50
39.23           63.67           165.56
39.39           63.69           167.31
39.56           63.68           168.59
39.72           63.62           169.30
39.88           63.53           169.39
40.05           63.39           168.85
40.21           63.17           167.71
40.38           62.88           166.01
40.54           62.51           163.83
40.71           62.12           161.25
40.88           61.87           158.42
41.04           61.96           155.47
41.21           62.45           152.52
41.38           63.21           149.68
41.55           64.03           147.02
41.72           64.79           144.61
41.90           65.43           142.47
42.07           65.95           140.61
42.24           66.37           139.04
42.42           66.70           137.71
42.59           66.98           136.58
42.76           67.21           135.59
42.94           67.41           134.71
43.12           67.58           133.89
43.29           67.72           133.11
43.47           67.83           132.33
43.65           67.89           131.52
43.83           67.91           130.68
44.01           67.89           129.77
44.19           67.86           128.79
44.37           67.85           127.73
44.56           67.88           126.57
44.74           67.97           125.31
44.92           68.11           123.96
45.11           68.29           122.52
45.29           68.50           121.00
45.48           68.71           119.42
45.67           68.92           117.81
45.86           69.11           116.19
46.04           69.28           114.58
46.23           69.41           112.99
46.42           69.52           111.45
46.61           69.60           109.95
46.81           69.65           108.51
47.00           69.66           107.13
47.19           69.66           105.80
47.39           69.63           104.52
47.58           69.58           103.28
47.78           69.51           102.07
47.97           69.44           100.87
48.17           69.36           99.67
48.37           69.28           98.45
48.57           69.21           97.18
48.77           69.15           95.85
48.97           69.11           94.43
49.17           69.09           92.89
49.37           69.10           91.23
49.58           69.13           89.42
49.78           69.20           87.45
49.98           69.29           85.31
50.19           69.41           82.99
50.40           69.56           80.52
50.60           69.73           77.91
50.81           69.91           75.22
51.02           70.10           72.50
51.23           70.30           69.82
51.44           70.50           67.25
51.65           70.69           64.87
51.86           70.87           62.72
52.08           71.04           60.80
52.29           71.19           59.13
52.51           71.33           57.67
52.72           71.45           56.39
52.94           71.55           55.22
53.16           71.64           54.13
53.38           71.70           53.09
53.60           71.76           52.08
53.82           71.80           51.07
54.04           71.83           50.06
54.26           71.85           49.03
54.48           71.88           47.95
54.71           71.92           46.79
54.93           71.96           45.54
55.16           72.01           44.18
55.39           72.08           42.76
55.61           72.15           41.31
55.84           72.23           39.90
56.07           72.32           38.61
56.30           72.41           37.48
56.53           72.51           36.54
56.77           72.63           35.76
57.00           72.77           35.07
57.23           72.94           34.38
57.47           73.15           33.60
57.71           73.39           32.65
57.94           73.65           31.51
58.18           73.92           30.14
58.42           74.17           28.59
58.66           74.38           26.89
58.90           74.55           25.09
59.15           74.66           23.18
59.39           74.74           21.16
59.63           74.80           19.04
59.88           74.84           16.82
60.12           74.87           14.51
60.37           74.90           12.15
60.62           74.93           9.83
60.87           74.95           7.65
61.12           74.95           5.66
61.37           74.92           3.92
61.62           74.87           2.44
61.88           74.78           1.19
62.13           74.69           0.10
62.39           74.60           -0.95
62.64           74.55           -2.05
62.90           74.54           -3.28
63.16           74.58           -4.70
63.42           74.66           -6.32
63.68           74.77           -8.12
63.94           74.91           -10.07
64.21           75.06           -12.11
64.47           75.23           -14.22
64.74           75.40           -16.36
65.00           75.57           -18.51
65.27           75.75           -20.68
65.54           75.94           -22.87
65.81           76.12           -25.07
66.08           76.30           -27.29
66.35           76.47           -29.51
66.62           76.63           -31.71
66.90           76.79           -33.89
67.17           76.95           -36.04
67.45           77.11           -38.17
67.73           77.27           -40.32
68.00           77.42           -42.51
68.28           77.57           -44.79
68.56           77.71           -47.22
68.85           77.83           -49.83
69.13           77.93           -52.63
69.41           78.02           -55.63
69.70           78.10           -58.81
69.99           78.17           -62.13
70.27           78.24           -65.56
70.56           78.31           -69.08
70.85           78.38           -72.70
71.14           78.45           -76.41
71.44           78.51           -80.24
71.73           78.57           -84.19
72.03           78.61           -88.27
72.32           78.64           -92.43
72.62           78.65           -96.65
72.92           78.65           -100.85
73.22           78.63           -105.01
73.52           78.59           -109.08
73.82           78.53           -113.05
74.13           78.45           -116.92
74.43           78.35           -120.71
74.74           78.23           -124.43
75.04           78.08           -128.09
75.35           77.90           -131.70
75.66           77.69           -135.27
75.97           77.44           -138.77
76.29           77.15           -142.16
76.60           76.82           -145.43
76.92           76.45           -148.52
77.23           76.04           -151.42
77.55           75.58           -154.12
77.87           75.10           -156.62
78.19           74.58           -158.95
78.51           74.05           -161.12
78.83           73.50           -163.18
79.16           72.94           -165.12
79.48           72.39           -166.94
79.81           71.85           -168.61
80.14           71.33           -170.09
80.47           70.83           -171.34
80.80           70.36           -172.35
81.13           69.92           -173.14
81.47           69.49           -173.76
81.80           69.08           -174.28
82.14           68.69           -174.73
82.47           68.32           -175.14
82.81           67.98           -175.49
83.15           67.66           -175.75
83.50           67.36           -175.92
83.84           67.07           -176.04
84.19           66.75           -176.15
84.53           66.39           -176.29
84.88           66.00           -176.40
85.23           65.57           -176.37
85.58           65.14           -175.97
85.93           64.75           -175.01
86.28           64.48           -173.49
86.64           64.44           -171.61
87.00           64.61           -169.79
87.35           64.86           -168.47
87.71           65.10           -167.91
88.07           65.26           -168.12
88.44           65.32           -168.88
88.80           65.32           -169.88
89.16           65.30           -170.88
89.53           65.30           -171.75
89.90           65.34           -172.49
90.27           65.44           -173.22
90.64           65.59           -174.13
91.01           65.78           -175.48
91.39           65.96           -177.41
91.76           66.10           -179.91
92.14           66.15           177.22
92.52           66.11           174.35
92.90           66.02           171.85
93.28           65.92           169.92
93.67           65.84           168.62
94.05           65.80           167.88
94.44           65.80           167.56
94.83           65.83           167.45
95.22           65.87           167.29
95.61           65.92           166.74
96.00           65.97           165.54
96.40           66.00           163.64
96.79           65.97           161.16
97.19           65.87           158.36
97.59           65.69           155.45
97.99           65.45           152.57
98.40           65.21           149.73
98.80           65.03           146.94
99.21           64.99           144.16
99.62           65.09           141.28
100.03          65.25           138.16
100.44          65.38           134.63
100.85          65.45           130.71
101.26          65.45           126.60
101.68          65.38           122.66
102.10          65.26           119.13
102.52          65.12           116.02
102.94          65.00           113.11
103.36          64.98           110.07
103.79          65.04           106.78
104.22          65.15           103.32
104.65          65.21           99.87
105.08          65.18           96.55
105.51          65.04           93.30
105.94          64.80           90.03
106.38          64.53           86.64
106.82          64.30           83.09
107.25          64.15           79.39
107.70          64.09           75.51
108.14          64.09           71.43
108.58          64.13           67.13
109.03          64.19           62.72
109.48          64.23           58.34
109.93          64.25           54.14
110.38          64.25           50.09
110.84          64.27           46.02
111.29          64.31           41.72
111.75          64.35           37.04
112.21          64.39           31.91
112.67          64.44           26.29
113.13          64.53           20.14
113.60          64.70           13.53
114.07          64.94           6.64
114.54          65.21           -0.27
115.01          65.47           -6.94
115.48          65.71           -13.22
115.95          65.92           -19.05
116.43          66.09           -24.64
116.91          66.24           -30.36
117.39          66.37           -36.59
117.87          66.51           -43.36
118.36          66.68           -50.40
118.85          66.89           -57.34
119.33          67.12           -63.91
119.83          67.33           -69.98
120.32          67.49           -75.50
120.81          67.59           -80.54
121.31          67.67           -85.24
121.81          67.77           -89.85
122.31          67.90           -94.59
122.81          68.06           -99.69
123.32          68.22           -105.23
123.83          68.39           -111.03
124.34          68.56           -116.69
124.85          68.72           -121.83
125.36          68.86           -126.39
125.88          68.96           -130.57
126.39          69.02           -134.69
126.91          69.06           -138.96
127.44          69.12           -143.42
127.96          69.21           -148.00
128.49          69.30           -152.63
129.01          69.39           -157.29
129.55          69.45           -161.97
130.08          69.48           -166.55
130.61          69.49           -170.95
131.15          69.49           -175.16
131.69          69.48           -179.31
132.23          69.43           176.48
132.78          69.38           172.15
133.32          69.35           167.70
133.87          69.34           163.22
134.42          69.35           158.83
134.97          69.33           154.65
135.53          69.29           150.79
136.09          69.19           147.21
136.65          69.07           143.70
137.21          68.94           139.97
137.77          68.81           135.92
138.34          68.68           131.71
138.91          68.55           127.61
139.48          68.42           123.79
140.05          68.29           120.30
140.63          68.16           117.14
141.21          68.00           114.28
141.79          67.79           111.62
142.37          67.54           109.00
142.96          67.29           106.22
143.55          67.07           103.22
144.14          66.88           100.12
144.73          66.70           97.12
145.32          66.53           94.40
145.92          66.35           92.13
146.52          66.14           90.22
147.13          65.91           88.31
147.73          65.67           86.20
148.34          65.42           84.07
148.95          65.16           82.22
149.56          64.90           80.60
150.18          64.67           78.95
150.79          64.45           77.09
151.41          64.23           75.04
152.04          64.00           73.00
152.66          63.75           71.21
153.29          63.51           69.73
153.92          63.31           68.54
154.55          63.12           67.59
155.19          62.93           66.65
155.83          62.71           65.50
156.47          62.48           64.29
157.11          62.27           63.35
157.76          62.12           62.64
158.41          62.05           61.81
159.06          62.01           60.74
159.71          61.95           59.65
160.37          61.87           58.70
161.03          61.78           57.94
161.69          61.69           57.28
162.36          61.59           56.52
163.03          61.47           55.53
163.70          61.36           54.37
164.37          61.29           53.30
165.05          61.28           52.50
165.72          61.28           51.97
166.41          61.25           51.44
167.09          61.23           50.50
167.78          61.20           49.15
168.47          61.16           47.89
169.16          61.10           47.12
169.86          61.01           46.73
170.56          60.92           46.33
171.26          60.86           45.51
171.96          60.88           44.33
172.67          60.95           43.56
173.38          61.08           43.14
174.09          61.28           41.21
174.81          61.51           36.90
175.53          61.74           32.48
176.25          61.94           30.13
176.97          62.18           29.30
177.70          62.40           28.77
178.43          62.52           28.08
179.17          62.54           26.88
179.90          62.57           24.92
180.64          62.66           22.45
181.39          62.82           20.09
182.13          62.99           18.41
182.88          63.10           17.27
183.63          63.14           15.76
184.39          63.15           13.77
185.15          63.11           12.93
185.91          63.03           13.98
186.67          62.94           15.09
187.44          62.85           14.72
188.21          62.73           13.12
188.99          62.61           10.92
189.76          62.51           8.65
190.55          62.48           6.71
191.33          62.51           5.08
192.12          62.57           3.66
192.91          62.56           2.30
193.70          62.48           0.66
194.50          62.44           -1.54
195.30          62.45           -3.92
196.10          62.47           -5.93
196.91          62.44           -7.60
197.72          62.36           -9.19
198.53          62.29           -10.97
199.35          62.26           -13.23
200.17          62.26           -15.59
200.99          62.20           -17.38
201.82          62.08           -18.77
202.65          61.94           -20.29
203.48          61.75           -21.92
204.32          61.53           -23.40
205.16          61.38           -24.44
206.00          61.32           -24.62
206.85          61.26           -24.00
207.70          61.20           -23.20
208.55          61.24           -22.38
209.41          61.39           -21.55
210.27          61.53           -21.06
211.14          61.70           -21.14
212.01          61.96           -21.64
212.88          62.29           -22.22
213.75          62.64           -22.89
214.63          62.98           -23.81
215.52          63.35           -24.95
216.40          63.77           -26.25
217.29          64.14           -27.79
218.19          64.42           -29.84
219.08          64.63           -32.63
219.99          64.80           -35.91
220.89          64.94           -39.35
221.80          65.02           -43.07
222.71          65.06           -46.88
223.63          65.12           -50.42
224.55          65.17           -53.82
225.47          65.14           -57.02
226.40          65.05           -59.93
227.33          64.93           -62.63
228.26          64.81           -65.27
229.20          64.65           -67.89
230.15          64.46           -70.37
231.09          64.27           -72.85
232.04          64.10           -75.42
233.00          64.00           -77.87
233.96          63.94           -79.96
234.92          63.89           -81.75
235.88          63.84           -83.55
236.86          63.78           -85.54
237.83          63.75           -87.54
238.81          63.77           -89.27
239.79          63.76           -90.77
240.78          63.76           -92.30
241.77          63.89           -94.07
242.76          64.07           -95.88
243.76          64.22           -97.73
244.76          64.35           -99.88
245.77          64.48           -102.10
246.78          64.60           -104.31
247.80          64.64           -106.67
248.81          64.64           -109.25
249.84          64.70           -112.10
250.87          64.80           -114.88
251.90          64.84           -117.36
252.93          64.90           -120.10
253.97          64.99           -122.93
255.02          65.09           -125.86
256.07          65.11           -129.14
257.12          65.05           -132.37
258.18          64.99           -135.58
259.24          64.96           -138.73
260.31          64.91           -141.58
261.38          64.81           -144.50
262.45          64.74           -147.58
263.53          64.70           -150.70
264.62          64.62           -153.85
265.70          64.47           -157.02
266.80          64.30           -159.96
267.90          64.16           -162.84
269.00          63.96           -165.59
270.10          63.70           -167.91
271.21          63.43           -169.96
272.33          63.22           -171.66
273.45          63.01           -173.36
274.58          62.79           -175.19
275.70          62.54           -176.73
276.84          62.28           -178.21
277.98          62.09           -179.31
279.12          61.92           -179.77
280.27          61.73           179.93
281.42          61.67           179.59
282.58          61.64           179.48
283.74          61.58           179.43
284.91          61.66           179.28
286.08          61.94           179.14
287.26          62.05           178.92
288.44          62.14           177.93
289.63          62.42           176.53
290.82          62.96           175.23
292.01          63.46           174.00
293.21          63.76           172.81
294.42          64.10           171.62
295.63          64.36           169.83
296.85          64.61           167.31
298.07          64.91           164.88
299.29          65.18           162.50
300.53          65.47           159.70
301.76          65.74           156.61
303.00          66.01           153.14
304.25          66.17           149.56
305.50          66.42           145.97
306.76          66.71           142.60
308.02          66.95           139.15
309.29          67.10           135.76
310.56          67.22           132.40
311.84          67.50           128.54
313.12          67.66           124.41
314.41          67.82           120.50
315.70          67.96           116.82
317.00          68.08           112.53
318.30          68.20           107.80
319.61          68.32           103.42
320.93          68.43           99.10
322.25          68.51           94.89
323.57          68.58           90.84
324.90          68.59           86.41
326.24          68.62           81.88
327.58          68.61           77.69
328.93          68.61           73.38
330.28          68.59           69.14
331.64          68.50           65.19
333.00          68.49           61.25
334.37          68.45           57.32
335.75          68.43           53.07
337.13          68.40           48.97
338.52          68.36           45.35
339.91          68.29           41.89
341.31          68.20           38.18
342.71          68.13           34.27
344.12          68.11           30.47
345.54          68.07           26.65
346.96          67.99           22.99
348.38          67.90           19.31
349.82          67.83           15.45
351.26          67.75           11.62
352.70          67.66           7.49
354.15          67.55           3.39
355.61          67.49           -0.37
357.07          67.39           -4.23
358.54          67.29           -7.71
360.02          67.17           -11.45
361.50          67.09           -15.41
362.98          67.01           -19.21
364.48          66.95           -22.89
365.98          66.88           -26.28
367.48          66.83           -29.78
368.99          66.74           -33.23
370.51          66.73           -36.57
372.03          66.63           -39.92
373.56          66.54           -43.14
375.10          66.45           -46.30
376.64          66.35           -49.43
378.19          66.23           -52.63
379.75          66.10           -55.58
381.31          65.95           -59.36
382.88          65.89           -62.35
384.45          65.78           -65.22
386.04          65.68           -68.01
387.62          65.57           -70.79
389.22          65.36           -73.88
390.82          65.24           -76.39
392.43          65.13           -79.50
394.04          64.99           -83.03
395.66          64.89           -86.03
397.29          64.88           -89.10
398.92          64.82           -91.88
400.56          64.74           -95.34
402.21          64.73           -98.90
403.87          64.78           -102.29
405.53          64.80           -106.28
407.20          64.65           -111.15
408.87          64.69           -114.31
410.55          64.57           -118.55
412.24          64.49           -122.28
413.94          64.41           -126.34
415.64          64.33           -130.66
417.35          64.32           -134.12
419.07          64.20           -137.12
420.79          64.11           -140.84
422.52          63.93           -145.35
424.26          63.79           -149.12
426.00          63.72           -152.59
427.76          63.56           -155.70
429.51          63.44           -159.20
431.28          63.29           -161.48
433.06          63.29           -163.48
434.84          63.07           -166.91
436.63          63.01           -169.46
438.42          62.95           -172.40
440.22          62.90           -175.04
442.04          62.87           -177.70
443.85          62.73           179.15
445.68          62.74           176.21
447.51          62.70           173.20
449.35          62.76           170.57
451.20          62.87           167.44
453.06          62.95           165.12
454.92          63.11           161.71
456.79          63.13           158.49
458.67          63.24           155.74
460.56          63.37           152.59
462.45          63.47           148.70
464.35          63.65           145.06
466.26          63.70           141.33
468.18          63.89           137.15
470.11          64.10           132.67
472.04          64.28           128.88
473.98          64.42           124.56
475.93          64.51           120.47
477.89          64.57           115.93
479.86          64.71           111.35
481.83          64.79           106.31
483.81          64.79           101.67
485.80          64.85           97.29
487.80          64.86           92.03
489.81          64.90           87.74
491.82          64.93           83.33
493.85          64.89           78.84
495.88          64.89           74.00
497.92          64.81           69.98
499.96          64.66           65.87
502.02          64.58           61.05
504.09          64.61           56.78
506.16          64.58           52.69
508.24          64.54           48.96
510.33          64.42           45.71
512.43          64.31           41.24
514.54          64.27           37.92
516.66          64.27           34.48
518.78          64.29           31.57
520.91          64.23           28.00
523.06          64.26           25.59
525.21          64.27           21.96
527.37          64.39           19.10
529.54          64.48           16.12
531.72          64.60           13.20
533.90          64.70           10.42
536.10          64.75           6.92
538.30          65.00           3.66
540.52          65.22           0.24
542.74          65.43           -4.07
544.97          65.77           -7.23
547.22          66.09           -11.67
549.47          66.32           -16.21
551.73          66.62           -20.96
554.00          66.90           -26.13
556.28          67.13           -32.23
558.56          67.38           -37.24
560.86          67.58           -43.02
563.17          67.76           -48.99
565.48          67.93           -55.16
567.81          68.08           -61.27
570.15          68.21           -67.18
572.49          68.25           -73.40
574.85          68.32           -79.60
577.21          68.36           -85.56
579.59          68.36           -91.68
581.97          68.30           -97.73
584.36          68.29           -103.88
586.77          68.26           -110.19
589.18          68.20           -115.99
591.60          68.19           -121.87
594.04          68.11           -127.71
596.48          68.05           -133.47
598.93          67.98           -139.17
601.40          67.91           -144.69
603.87          67.87           -150.10
606.36          67.78           -155.57
608.85          67.76           -161.19
611.35          67.70           -166.38
613.87          67.69           -171.82
616.39          67.66           -177.37
618.93          67.72           177.13
621.47          67.75           172.43
624.03          67.77           167.59
626.60          67.83           162.05
629.18          67.82           156.54
631.76          67.95           150.89
634.36          68.01           145.52
636.97          68.10           139.52
639.59          68.16           133.75
642.22          68.24           127.74
644.86          68.39           121.45
647.52          68.46           114.89
650.18          68.55           108.21
652.85          68.58           101.16
655.54          68.59           94.54
658.24          68.58           87.74
660.94          68.56           80.51
663.66          68.49           73.37
666.39          68.41           66.22
669.13          68.28           59.52
671.89          68.06           52.66
674.65          67.86           45.58
677.42          67.65           39.63
680.21          67.46           33.68
683.01          67.18           28.19
685.82          66.83           23.01
688.64          66.55           18.52
691.47          66.28           14.53
694.32          66.03           11.07
697.17          65.86           6.83
700.04          65.68           3.24
702.92          65.55           -0.42
705.81          65.63           -4.19
708.71          65.76           -7.52
711.63          66.01           -11.22
714.56          66.24           -14.83
717.50          66.51           -18.74
720.45          66.81           -23.22
723.41          67.07           -28.00
726.39          67.39           -33.32
729.37          67.79           -38.56
732.37          68.08           -44.74
735.39          68.34           -51.23
738.41          68.67           -58.28
741.45          68.92           -64.72
744.50          69.14           -71.77
747.56          69.38           -79.25
750.64          69.53           -86.50
753.72          69.65           -93.72
756.82          69.78           -100.93
759.94          69.95           -108.42
763.06          70.10           -115.58
766.20          70.22           -123.17
769.35          70.36           -130.97
772.52          70.51           -138.63
775.69          70.57           -146.44
778.89          70.69           -153.86
782.09          70.84           -161.72
785.31          70.91           -169.31
788.54          71.00           -177.04
791.78          71.11           175.16
795.04          71.18           167.23
798.31          71.27           159.14
801.59          71.39           150.82
804.89          71.46           142.43
808.20          71.51           134.21
811.52          71.55           125.81
814.86          71.60           117.54
818.21          71.60           109.50
821.58          71.59           101.31
824.96          71.59           93.13
828.35          71.54           85.00
831.76          71.49           77.17
835.18          71.46           69.25
838.62          71.43           61.23
842.06          71.40           53.39
845.53          71.37           45.69
849.01          71.34           37.85
852.50          71.28           30.45
856.01          71.23           22.94
859.53          71.21           15.45
863.06          71.20           7.89
866.61          71.22           0.02
870.18          71.25           -7.91
873.76          71.25           -15.95
877.35          71.29           -24.14
880.96          71.33           -32.47
884.58          71.32           -40.96
888.22          71.32           -49.41
891.87          71.30           -57.78
895.54          71.27           -66.32
899.23          71.23           -74.96
902.93          71.19           -83.55
906.64          71.15           -92.30
910.37          71.08           -101.10
914.11          70.99           -109.86
917.87          70.90           -118.63
921.65          70.79           -127.30
925.44          70.65           -135.78
929.25          70.52           -144.24
933.07          70.38           -152.55
936.91          70.23           -160.68
940.76          70.09           -169.22
944.63          69.95           -177.64
948.52          69.81           173.88
952.42          69.68           165.58
956.33          69.56           157.56
960.27          69.45           149.54
964.22          69.33           141.41
968.18          69.29           133.26
