Freq[Hz]        [dBSPL]         Phase[Deg]
18.06           98.59           -142.78
18.13           98.56           -151.72
18.21           98.48           -160.75
18.28           98.35           -169.77
18.36           98.18           -178.66
18.43           97.96           172.70
18.51           97.69           164.43
18.59           97.37           156.65
18.66           97.01           149.47
18.74           96.60           142.98
18.82           96.14           137.26
18.89           95.63           132.37
18.97           95.07           128.36
19.05           94.46           125.27
19.13           93.81           123.10
19.21           93.11           121.85
19.29           92.36           121.51
19.37           91.57           122.03
19.44           90.73           123.36
19.52           89.85           125.42
19.61           88.94           128.12
19.69           88.00           131.35
19.77           87.04           134.97
19.85           86.07           138.85
19.93           85.11           142.85
20.01           84.17           146.83
20.09           83.25           150.65
20.18           82.39           154.22
20.26           81.60           157.42
20.34           80.89           160.17
20.43           80.29           162.41
20.51           79.80           164.08
20.59           79.45           165.14
20.68           79.23           165.58
20.76           79.14           165.40
20.85           79.15           164.60
20.94           79.27           163.22
21.02           79.46           161.32
21.11           79.70           158.96
21.20           79.96           156.23
21.28           80.24           153.25
21.37           80.50           150.11
21.46           80.75           146.94
21.55           80.95           143.85
21.63           81.12           140.92
21.72           81.24           138.25
21.81           81.31           135.93
21.90           81.34           134.03
21.99           81.31           132.62
22.08           81.23           131.76
22.17           81.10           131.50
22.27           80.92           131.90
22.36           80.67           132.97
22.45           80.36           134.76
22.54           79.98           137.28
22.63           79.54           140.53
22.73           79.02           144.51
22.82           78.43           149.22
22.91           77.78           154.65
23.01           77.06           160.77
23.10           76.27           167.55
23.20           75.43           174.97
23.29           74.53           -177.03
23.39           73.58           -168.49
23.49           72.58           -159.48
23.58           71.54           -150.05
23.68           70.47           -140.29
23.78           69.37           -130.28
23.87           68.25           -120.11
23.97           67.13           -109.89
24.07           66.00           -99.72
24.17           64.89           -89.74
24.27           63.81           -80.07
24.37           62.77           -70.83
24.47           61.80           -62.13
24.57           60.91           -54.06
24.67           60.13           -46.68
24.77           59.49           -40.06
24.88           59.00           -34.21
24.98           58.68           -29.16
25.08           58.55           -24.90
25.18           58.59           -21.40
25.29           58.81           -18.61
25.39           59.18           -16.45
25.50           59.67           -14.85
25.60           60.27           -13.67
25.71           60.95           -12.79
25.81           61.68           -12.07
25.92           62.45           -11.38
26.02           63.24           -10.61
26.13           64.03           -9.68
26.24           64.81           -8.54
26.35           65.58           -7.16
26.45           66.32           -5.51
26.56           67.02           -3.61
26.67           67.67           -1.51
26.78           68.27           0.73
26.89           68.82           3.01
27.00           69.29           5.23
27.11           69.70           7.23
27.23           70.05           8.85
27.34           70.32           9.96
27.45           70.53           10.41
27.56           70.67           10.12
27.68           70.75           9.02
27.79           70.78           7.07
27.90           70.75           4.28
28.02           70.66           0.68
28.14           70.52           -3.68
28.25           70.32           -8.68
28.37           70.06           -14.19
28.48           69.74           -20.04
28.60           69.37           -26.02
28.72           68.95           -31.94
28.84           68.48           -37.58
28.96           67.99           -42.77
29.07           67.49           -47.35
29.19           67.00           -51.21
29.31           66.54           -54.26
29.43           66.12           -56.48
29.56           65.76           -57.83
29.68           65.49           -58.37
29.80           65.30           -58.16
29.92           65.21           -57.32
30.04           65.21           -55.98
30.17           65.30           -54.31
30.29           65.47           -52.47
30.42           65.71           -50.66
30.54           66.01           -49.02
30.67           66.34           -47.69
30.79           66.71           -46.79
30.92           67.08           -46.39
31.05           67.45           -46.57
31.18           67.81           -47.34
31.30           68.15           -48.71
31.43           68.44           -50.67
31.56           68.70           -53.16
31.69           68.90           -56.12
31.82           69.07           -59.45
31.95           69.18           -63.07
32.08           69.25           -66.85
32.22           69.27           -70.71
32.35           69.25           -74.55
32.48           69.19           -78.28
32.62           69.08           -81.83
32.75           68.93           -85.12
32.88           68.74           -88.07
33.02           68.51           -90.65
33.16           68.24           -92.84
33.29           67.93           -94.66
33.43           67.60           -96.14
33.57           67.25           -97.36
33.70           66.89           -98.40
33.84           66.51           -99.38
33.98           66.12           -100.45
34.12           65.72           -101.75
34.26           65.31           -103.48
34.40           64.88           -105.81
34.54           64.44           -108.87
34.69           63.98           -112.76
34.83           63.49           -117.54
34.97           62.96           -123.21
35.12           62.39           -129.74
35.26           61.76           -137.00
35.41           61.06           -144.83
35.55           60.27           -152.98
35.70           59.40           -161.15
35.84           58.44           -169.02
35.99           57.39           -176.34
36.14           56.29           177.13
36.29           55.24           171.59
36.44           54.39           167.20
36.59           53.91           164.05
36.74           53.93           162.12
36.89           54.39           161.27
37.04           55.13           161.29
37.19           55.96           161.86
37.35           56.77           162.70
37.50           57.51           163.51
37.65           58.14           164.01
37.81           58.69           163.94
37.97           59.15           163.07
38.12           59.55           161.23
38.28           59.88           158.39
38.44           60.18           154.64
38.59           60.44           150.16
38.75           60.67           145.19
38.91           60.88           139.96
39.07           61.06           134.74
39.23           61.22           129.80
39.39           61.36           125.46
39.56           61.49           121.99
39.72           61.63           119.58
39.88           61.79           118.31
40.05           61.98           118.19
40.21           62.18           119.14
40.38           62.41           121.07
40.54           62.66           123.83
40.71           62.91           127.22
40.88           63.16           130.98
41.04           63.41           134.84
41.21           63.65           138.57
41.38           63.88           141.99
41.55           64.09           144.96
41.72           64.29           147.40
41.90           64.47           149.25
42.07           64.64           150.50
42.24           64.80           151.16
42.42           64.94           151.30
42.59           65.08           151.02
42.76           65.21           150.38
42.94           65.33           149.44
43.12           65.46           148.25
43.29           65.59           146.84
43.47           65.72           145.26
43.65           65.85           143.52
43.83           65.99           141.64
44.01           66.14           139.64
44.19           66.31           137.53
44.37           66.48           135.33
44.56           66.66           133.07
44.74           66.86           130.78
44.92           67.06           128.48
45.11           67.27           126.18
45.29           67.49           123.89
45.48           67.69           121.64
45.67           67.89           119.42
45.86           68.08           117.24
46.04           68.25           115.08
46.23           68.39           112.95
46.42           68.52           110.83
46.61           68.63           108.71
46.81           68.73           106.60
47.00           68.81           104.47
47.19           68.88           102.32
47.39           68.94           100.16
47.58           69.00           97.99
47.78           69.05           95.83
47.97           69.10           93.70
48.17           69.15           91.64
48.37           69.21           89.69
48.57           69.27           87.88
48.77           69.35           86.27
48.97           69.44           84.86
49.17           69.54           83.65
49.37           69.65           82.62
49.58           69.77           81.73
49.78           69.88           80.91
49.98           70.00           80.06
50.19           70.11           79.12
50.40           70.21           78.01
50.60           70.30           76.71
50.81           70.37           75.19
51.02           70.44           73.46
51.23           70.49           71.56
51.44           70.53           69.53
51.65           70.57           67.42
51.86           70.60           65.28
52.08           70.64           63.13
52.29           70.68           61.02
52.51           70.72           58.96
52.72           70.78           56.98
52.94           70.85           55.09
53.16           70.94           53.34
53.38           71.05           51.76
53.60           71.17           50.37
53.82           71.31           49.17
54.04           71.46           48.15
54.26           71.63           47.29
54.48           71.80           46.54
54.71           71.97           45.83
54.93           72.13           45.10
55.16           72.29           44.31
55.39           72.44           43.41
55.61           72.58           42.39
55.84           72.70           41.23
56.07           72.79           39.96
56.30           72.87           38.60
56.53           72.92           37.21
56.77           72.95           35.81
57.00           72.95           34.46
57.23           72.92           33.18
57.47           72.87           31.99
57.71           72.79           30.89
57.94           72.70           29.86
58.18           72.59           28.86
58.42           72.48           27.84
58.66           72.37           26.77
58.90           72.29           25.60
59.15           72.24           24.32
59.39           72.22           22.93
59.63           72.25           21.43
59.88           72.31           19.84
60.12           72.41           18.17
60.37           72.54           16.44
60.62           72.68           14.62
60.87           72.85           12.72
61.12           73.02           10.71
61.37           73.21           8.62
61.62           73.40           6.47
61.88           73.60           4.28
62.13           73.81           2.10
62.39           74.01           0.00
62.64           74.20           -1.99
62.90           74.39           -3.84
63.16           74.57           -5.55
63.42           74.74           -7.13
63.68           74.91           -8.61
63.94           75.09           -10.03
64.21           75.28           -11.44
64.47           75.49           -12.88
64.74           75.72           -14.38
65.00           75.96           -15.96
65.27           76.21           -17.61
65.54           76.47           -19.35
65.81           76.73           -21.16
66.08           76.98           -23.06
66.35           77.22           -25.04
66.62           77.46           -27.13
66.90           77.68           -29.35
67.17           77.89           -31.73
67.45           78.08           -34.29
67.73           78.25           -37.02
68.00           78.41           -39.92
68.28           78.54           -42.95
68.56           78.66           -46.09
68.85           78.75           -49.30
69.13           78.82           -52.59
69.41           78.87           -55.97
69.70           78.89           -59.46
69.99           78.90           -63.12
70.27           78.89           -66.96
70.56           78.86           -70.98
70.85           78.82           -75.13
71.14           78.78           -79.35
71.44           78.73           -83.54
71.73           78.70           -87.62
72.03           78.67           -91.56
72.32           78.64           -95.37
72.62           78.61           -99.07
72.92           78.56           -102.74
73.22           78.49           -106.43
73.52           78.40           -110.17
73.82           78.29           -113.96
74.13           78.15           -117.77
74.43           78.02           -121.56
74.74           77.87           -125.29
75.04           77.71           -128.93
75.35           77.53           -132.46
75.66           77.32           -135.90
75.97           77.07           -139.28
76.29           76.77           -142.60
76.60           76.41           -145.87
76.92           76.00           -149.06
77.23           75.54           -152.14
77.55           75.06           -155.04
77.87           74.58           -157.75
78.19           74.10           -160.26
78.51           73.62           -162.58
78.83           73.15           -164.75
79.16           72.65           -166.78
79.48           72.14           -168.67
79.81           71.59           -170.40
80.14           71.03           -171.98
80.47           70.48           -173.38
80.80           69.95           -174.61
81.13           69.47           -175.68
81.47           69.04           -176.61
81.80           68.65           -177.39
82.14           68.29           -178.04
82.47           67.96           -178.56
82.81           67.65           -178.94
83.15           67.37           -179.16
83.50           67.10           -179.17
83.84           66.84           -178.93
84.19           66.58           -178.40
84.53           66.30           -177.55
84.88           66.02           -176.42
85.23           65.74           -175.04
85.58           65.49           -173.46
85.93           65.28           -171.75
86.28           65.15           -170.04
86.64           65.07           -168.50
87.00           65.00           -167.35
87.35           64.86           -166.76
87.71           64.64           -166.75
88.07           64.39           -167.17
88.44           64.14           -167.73
88.80           64.00           -168.14
89.16           64.06           -168.31
89.53           64.33           -168.34
89.90           64.63           -168.51
90.27           64.83           -169.08
90.64           64.92           -170.24
91.01           64.94           -172.05
91.39           64.91           -174.45
91.76           64.87           -177.26
92.14           64.87           179.78
92.52           64.99           177.03
92.90           65.25           174.79
93.28           65.55           173.18
93.67           65.84           172.03
94.05           66.08           170.94
94.44           66.25           169.48
94.83           66.30           167.45
95.22           66.24           164.90
95.61           66.15           162.13
96.00           66.12           159.49
96.40           66.14           157.15
96.79           66.19           155.18
97.19           66.25           153.48
97.59           66.29           151.93
97.99           66.28           150.36
98.40           66.21           148.60
98.80           66.09           146.48
99.21           65.96           144.01
99.62           65.83           141.35
100.03          65.69           138.82
100.44          65.53           136.65
100.85          65.35           134.82
101.26          65.18           133.09
101.68          65.04           131.09
102.10          64.96           128.57
102.52          64.92           125.47
102.94          64.90           121.87
103.36          64.87           117.99
103.79          64.82           114.12
104.22          64.76           110.61
104.65          64.70           107.66
105.08          64.65           105.15
105.51          64.62           102.64
105.94          64.61           99.58
106.38          64.60           95.59
106.82          64.61           90.72
107.25          64.63           85.35
107.70          64.66           79.95
108.14          64.69           74.86
108.58          64.73           70.20
109.03          64.81           65.94
109.48          64.90           61.98
109.93          65.01           58.13
110.38          65.09           54.12
110.84          65.15           49.55
111.29          65.17           44.13
111.75          65.18           37.90
112.21          65.20           31.35
112.67          65.25           25.17
113.13          65.35           19.79
113.60          65.49           15.10
114.07          65.68           10.52
114.54          65.88           5.53
115.01          66.10           -0.03
115.48          66.30           -5.98
115.95          66.48           -12.03
116.43          66.65           -18.08
116.91          66.82           -24.22
117.39          67.00           -30.54
117.87          67.18           -36.98
118.36          67.36           -43.35
118.85          67.53           -49.46
119.33          67.68           -55.36
119.83          67.82           -61.31
120.32          67.95           -67.57
120.81          68.08           -74.18
121.31          68.18           -80.89
121.81          68.28           -87.40
122.31          68.38           -93.55
122.81          68.49           -99.38
123.32          68.63           -105.04
123.83          68.78           -110.62
124.34          68.90           -116.10
124.85          68.98           -121.38
125.36          69.04           -126.35
125.88          69.09           -131.00
126.39          69.15           -135.44
126.91          69.22           -139.90
127.44          69.29           -144.53
127.96          69.36           -149.31
128.49          69.43           -154.03
129.01          69.50           -158.50
129.55          69.56           -162.71
130.08          69.60           -166.83
130.61          69.60           -171.02
131.15          69.55           -175.31
131.69          69.49           -179.61
132.23          69.45           176.11
132.78          69.43           171.79
133.32          69.44           167.35
133.87          69.43           162.87
134.42          69.40           158.59
134.97          69.33           154.69
135.53          69.24           151.10
136.09          69.13           147.55
136.65          69.01           143.80
137.21          68.87           139.82
137.77          68.74           135.73
138.34          68.62           131.72
138.91          68.51           127.95
139.48          68.38           124.42
140.05          68.24           121.12
140.63          68.07           118.00
141.21          67.88           115.03
141.79          67.66           112.13
142.37          67.45           109.23
142.96          67.26           106.28
143.55          67.09           103.37
144.14          66.92           100.64
144.73          66.74           98.23
145.32          66.54           96.04
145.92          66.31           93.90
146.52          66.05           91.74
147.13          65.79           89.62
147.73          65.55           87.60
148.34          65.33           85.62
148.95          65.14           83.64
149.56          64.95           81.68
150.18          64.75           79.87
150.79          64.53           78.22
151.41          64.31           76.52
152.04          64.08           74.52
152.66          63.85           72.23
153.29          63.61           69.81
153.92          63.39           67.50
154.55          63.21           65.47
155.19          63.03           63.85
155.83          62.82           62.57
156.47          62.60           61.38
157.11          62.39           60.03
157.76          62.21           58.48
158.41          62.06           56.91
159.06          61.93           55.52
159.71          61.82           54.49
160.37          61.71           53.92
161.03          61.59           53.65
161.69          61.49           53.40
162.36          61.43           53.11
163.03          61.41           52.89
163.70          61.40           52.80
164.37          61.35           52.75
165.05          61.29           52.65
165.72          61.28           52.43
166.41          61.31           52.10
167.09          61.33           51.69
167.78          61.33           51.27
168.47          61.31           50.84
169.16          61.29           50.38
169.86          61.25           49.77
170.56          61.22           48.89
171.26          61.22           47.63
171.96          61.26           46.33
172.67          61.31           45.63
173.38          61.39           45.31
174.09          61.69           43.88
174.81          62.31           40.75
175.53          62.80           37.65
176.25          62.98           35.93
176.97          63.05           34.92
177.70          63.12           33.71
178.43          63.17           32.35
179.17          63.22           30.94
179.90          63.29           29.35
180.64          63.42           27.55
181.39          63.53           25.77
182.13          63.57           24.41
182.88          63.58           23.39
183.63          63.58           21.82
184.39          63.56           19.39
185.15          63.41           17.66
185.91          63.02           17.71
186.67          62.64           17.89
187.44          62.49           16.50
188.21          62.42           14.12
188.99          62.36           11.77
189.76          62.33           9.70
190.55          62.33           7.85
191.33          62.27           6.09
192.12          62.14           4.26
192.91          62.03           2.20
193.70          62.01           -0.22
194.50          62.03           -2.95
195.30          62.07           -5.41
196.10          62.09           -7.01
196.91          62.07           -8.22
197.72          62.02           -9.83
198.53          62.00           -11.80
199.35          62.05           -13.70
200.17          62.08           -15.25
200.99          62.04           -16.36
201.82          61.92           -17.29
202.65          61.72           -18.69
203.48          61.51           -20.43
204.32          61.39           -21.54
205.16          61.34           -21.81
206.00          61.27           -21.62
206.85          61.14           -20.86
207.70          61.05           -19.84
208.55          61.08           -19.43
209.41          61.22           -19.40
210.27          61.40           -19.09
211.14          61.58           -18.92
212.01          61.78           -19.34
212.88          62.13           -20.00
213.75          62.57           -20.73
214.63          62.99           -21.61
215.52          63.38           -22.55
216.40          63.72           -23.69
217.29          63.99           -25.57
218.19          64.23           -28.07
219.08          64.48           -30.77
219.99          64.65           -34.08
220.89          64.75           -38.05
221.80          64.83           -41.90
222.71          64.89           -45.56
223.63          64.92           -49.45
224.55          64.94           -53.21
225.47          64.94           -56.60
226.40          64.86           -59.77
227.33          64.72           -62.57
228.26          64.58           -65.34
229.20          64.44           -68.25
230.15          64.29           -71.04
231.09          64.16           -73.41
232.04          64.04           -75.45
233.00          63.89           -77.75
233.96          63.83           -79.81
234.92          63.85           -81.46
235.88          63.80           -83.36
236.86          63.73           -85.20
237.83          63.69           -86.68
238.81          63.67           -88.20
239.79          63.62           -89.80
240.78          63.59           -91.66
241.77          63.66           -94.10
242.76          63.74           -96.32
243.76          63.82           -98.07
244.76          63.97           -99.93
245.77          64.13           -102.11
246.78          64.24           -104.47
247.80          64.32           -106.56
248.81          64.38           -109.02
249.84          64.42           -112.04
250.87          64.51           -114.72
251.90          64.60           -117.23
252.93          64.66           -120.59
253.97          64.69           -123.92
255.02          64.73           -126.56
256.07          64.73           -129.00
257.12          64.68           -131.68
258.18          64.66           -134.67
259.24          64.63           -137.71
260.31          64.53           -140.84
261.38          64.42           -143.90
262.45          64.35           -146.81
263.53          64.29           -149.86
264.62          64.21           -153.11
265.70          64.10           -155.68
266.80          63.96           -158.38
267.90          63.80           -161.73
269.00          63.67           -164.36
270.10          63.54           -166.76
271.21          63.40           -169.37
272.33          63.30           -171.80
273.45          63.18           -173.77
274.58          62.98           -175.44
275.70          62.78           -177.07
276.84          62.59           -178.50
277.98          62.38           -179.85
279.12          62.18           179.16
280.27          62.05           178.44
281.42          62.05           177.99
282.58          62.05           177.65
283.74          62.00           177.56
284.91          61.98           177.34
286.08          62.03           177.00
287.26          62.08           176.70
288.44          62.14           175.96
289.63          62.31           175.07
290.82          62.61           173.61
292.01          62.90           171.42
293.21          63.18           170.29
294.42          63.55           169.23
295.63          63.95           167.99
296.85          64.33           165.88
298.07          64.71           163.10
299.29          65.02           160.35
300.53          65.31           157.21
301.76          65.62           153.98
303.00          65.89           151.28
304.25          66.15           148.32
305.50          66.43           144.98
306.76          66.70           141.67
308.02          66.93           138.17
309.29          67.10           135.04
310.56          67.29           132.19
311.84          67.55           127.89
313.12          67.71           123.95
314.41          67.84           119.87
315.70          67.94           115.73
317.00          68.03           111.73
318.30          68.15           107.79
319.61          68.29           103.84
320.93          68.39           99.65
322.25          68.46           95.25
323.57          68.54           90.97
324.90          68.56           86.88
326.24          68.56           82.85
327.58          68.64           78.65
328.93          68.68           74.45
330.28          68.69           70.16
331.64          68.68           66.52
333.00          68.65           62.22
334.37          68.62           58.48
335.75          68.57           54.05
337.13          68.54           50.12
338.52          68.52           46.36
339.91          68.44           42.49
341.31          68.40           38.57
342.71          68.34           34.70
344.12          68.26           31.18
345.54          68.23           27.33
346.96          68.21           23.30
348.38          68.08           19.41
349.82          67.97           15.58
351.26          67.86           11.59
352.70          67.72           7.28
354.15          67.65           3.45
355.61          67.57           -0.84
357.07          67.54           -4.39
358.54          67.41           -8.18
360.02          67.28           -12.20
361.50          67.16           -16.17
362.98          67.02           -19.52
364.48          66.99           -23.31
365.98          66.90           -27.40
367.48          66.77           -31.33
368.99          66.67           -35.16
370.51          66.61           -38.14
372.03          66.51           -41.38
373.56          66.47           -44.27
375.10          66.42           -47.58
376.64          66.38           -50.67
378.19          66.28           -53.85
379.75          66.16           -56.74
381.31          66.11           -60.18
382.88          65.99           -63.21
384.45          65.93           -66.04
386.04          65.79           -69.70
387.62          65.63           -72.19
389.22          65.53           -75.27
390.82          65.45           -77.84
392.43          65.35           -80.65
394.04          65.26           -84.11
395.66          65.21           -87.45
397.29          65.10           -90.31
398.92          64.94           -93.55
400.56          64.85           -96.74
402.21          64.83           -99.82
403.87          64.85           -103.37
405.53          64.72           -106.24
407.20          64.67           -107.81
408.87          64.59           -111.60
410.55          64.66           -114.78
412.24          64.60           -118.70
413.94          64.57           -122.08
415.64          64.54           -125.94
417.35          64.50           -129.35
419.07          64.35           -132.65
420.79          64.30           -136.23
422.52          64.24           -140.65
424.26          64.21           -143.64
426.00          64.04           -147.09
427.76          63.94           -151.01
429.51          63.69           -154.81
431.28          63.67           -158.68
433.06          63.48           -163.90
434.84          63.41           -166.84
436.63          63.23           -170.02
438.42          63.18           -172.78
440.22          63.08           -175.87
442.04          63.01           -178.69
443.85          62.93           178.33
445.68          62.91           175.64
447.51          62.90           172.90
449.35          62.84           170.38
451.20          62.86           167.45
453.06          62.93           164.77
454.92          62.98           162.30
456.79          63.12           159.25
458.67          63.16           156.65
460.56          63.36           153.45
462.45          63.44           150.09
464.35          63.69           146.52
466.26          63.78           142.83
468.18          63.92           138.87
470.11          64.12           134.65
472.04          64.24           130.57
473.98          64.35           125.71
475.93          64.51           121.02
477.89          64.62           116.19
479.86          64.74           111.45
481.83          64.89           106.54
483.81          65.03           101.52
485.80          65.07           97.03
487.80          65.14           91.95
489.81          65.16           87.65
491.82          65.21           83.17
493.85          65.19           78.63
495.88          65.20           73.60
497.92          65.16           69.27
499.96          65.08           65.18
502.02          65.01           60.82
504.09          65.06           57.05
506.16          64.99           53.23
508.24          64.94           49.67
510.33          64.87           45.54
512.43          64.72           41.60
514.54          64.58           38.25
516.66          64.56           35.55
518.78          64.52           31.88
520.91          64.56           28.68
523.06          64.41           25.62
525.21          64.46           22.27
527.37          64.51           19.59
529.54          64.67           16.87
531.72          64.75           13.39
533.90          64.92           10.10
536.10          64.96           6.72
538.30          65.10           3.16
540.52          65.28           -0.83
542.74          65.55           -4.31
544.97          65.81           -8.00
547.22          66.09           -11.94
549.47          66.38           -16.86
551.73          66.64           -21.24
554.00          66.87           -26.52
556.28          67.22           -32.05
558.56          67.41           -37.25
560.86          67.59           -43.36
563.17          67.78           -49.58
565.48          67.91           -55.40
567.81          68.07           -61.06
570.15          68.18           -66.94
572.49          68.26           -72.87
574.85          68.40           -78.52
577.21          68.42           -84.65
579.59          68.46           -90.83
581.97          68.49           -97.09
584.36          68.45           -103.35
586.77          68.41           -109.17
589.18          68.33           -114.97
591.60          68.23           -120.67
594.04          68.18           -126.56
596.48          68.10           -132.19
598.93          67.99           -138.10
601.40          67.95           -143.50
603.87          67.85           -149.07
606.36          67.82           -154.96
608.85          67.82           -160.39
611.35          67.69           -165.73
613.87          67.63           -171.25
616.39          67.59           -176.43
618.93          67.53           178.08
621.47          67.60           172.87
624.03          67.60           167.71
626.60          67.64           162.11
629.18          67.68           156.57
631.76          67.74           150.92
634.36          67.84           145.55
636.97          67.92           140.15
639.59          67.96           134.11
642.22          68.02           128.13
644.86          68.12           121.99
647.52          68.19           115.45
650.18          68.30           108.71
652.85          68.38           102.31
655.54          68.41           95.85
658.24          68.42           88.88
660.94          68.37           81.85
663.66          68.30           74.66
666.39          68.25           67.58
669.13          68.15           60.52
671.89          67.98           54.02
674.65          67.76           47.42
677.42          67.57           40.71
680.21          67.36           34.57
683.01          67.11           29.02
685.82          66.80           23.70
688.64          66.47           19.29
691.47          66.15           15.48
694.32          65.83           11.53
697.17          65.64           6.90
700.04          65.55           3.34
702.92          65.53           0.19
705.81          65.70           -3.47
708.71          65.76           -6.73
711.63          65.97           -10.12
714.56          66.23           -13.80
717.50          66.63           -18.12
720.45          66.98           -21.98
723.41          67.31           -26.38
726.39          67.66           -31.70
729.37          67.98           -37.13
732.37          68.32           -43.53
735.39          68.63           -50.20
738.41          68.92           -57.29
741.45          69.13           -63.88
744.50          69.31           -70.69
747.56          69.48           -78.26
750.64          69.64           -85.52
753.72          69.84           -93.00
756.82          69.99           -100.53
759.94          70.14           -108.16
763.06          70.22           -115.51
766.20          70.30           -122.97
769.35          70.41           -130.67
772.52          70.53           -138.21
775.69          70.64           -145.62
778.89          70.72           -152.91
782.09          70.84           -160.65
785.31          70.92           -168.08
788.54          71.02           -175.76
791.78          71.13           176.29
795.04          71.25           168.19
798.31          71.36           160.13
801.59          71.43           152.04
804.89          71.47           143.78
808.20          71.49           135.45
811.52          71.56           127.22
814.86          71.61           118.81
818.21          71.62           110.43
821.58          71.60           102.04
824.96          71.61           93.72
828.35          71.61           85.45
831.76          71.56           77.47
835.18          71.50           69.21
838.62          71.45           60.98
842.06          71.40           52.91
845.53          71.33           45.29
849.01          71.26           37.76
852.50          71.20           30.17
856.01          71.19           22.41
859.53          71.18           14.80
863.06          71.15           7.13
866.61          71.14           -0.72
870.18          71.16           -8.28
873.76          71.18           -16.30
877.35          71.23           -24.46
880.96          71.23           -32.73
884.58          71.26           -41.10
888.22          71.28           -49.37
891.87          71.28           -57.71
895.54          71.27           -66.14
899.23          71.25           -74.90
902.93          71.22           -83.65
906.64          71.16           -92.41
910.37          71.09           -101.06
914.11          71.03           -109.63
917.87          70.95           -118.38
921.65          70.83           -127.21
925.44          70.71           -135.97
929.25          70.57           -144.62
933.07          70.41           -153.06
936.91          70.27           -161.28
940.76          70.13           -169.88
944.63          70.00           -178.23
948.52          69.87           173.49
952.42          69.75           165.29
956.33          69.62           157.18
960.27          69.50           148.83
964.22          69.41           140.91
968.18          69.31           132.80
972.17          69.22           124.42
