Freq[Hz]        [dBSPL]         Phase[Deg]
20.26           89.75           9.38
20.34           89.27           8.81
20.43           88.78           8.99
20.51           88.28           10.00
20.59           87.77           11.89
20.68           87.25           14.71
20.76           86.72           18.49
20.85           86.18           23.22
20.94           85.63           28.91
21.02           85.07           35.53
21.11           84.51           43.03
21.20           83.94           51.35
21.28           83.37           60.42
21.37           82.80           70.15
21.46           82.23           80.46
21.55           81.67           91.26
21.63           81.11           102.47
21.72           80.56           113.98
21.81           80.02           125.69
21.90           79.49           137.51
21.99           78.98           149.33
22.08           78.49           161.03
22.17           78.01           172.51
22.27           77.56           -176.36
22.36           77.12           -165.70
22.45           76.71           -155.64
22.54           76.31           -146.30
22.63           75.94           -137.83
22.73           75.58           -130.37
22.82           75.25           -124.06
22.91           74.93           -119.03
23.01           74.62           -115.40
23.10           74.33           -113.24
23.20           74.04           -112.62
23.29           73.76           -113.56
23.39           73.48           -116.06
23.49           73.21           -120.10
23.58           72.92           -125.62
23.68           72.63           -132.54
23.78           72.33           -140.73
23.87           72.01           -150.05
23.97           71.67           -160.31
24.07           71.31           -171.30
24.17           70.91           177.23
24.27           70.48           165.55
24.37           70.01           153.96
24.47           69.51           142.70
24.57           68.95           132.02
24.67           68.35           122.13
24.77           67.70           113.22
24.88           66.98           105.43
24.98           66.21           98.92
25.08           65.37           93.79
25.18           64.46           90.11
25.29           63.48           87.94
25.39           62.43           87.31
25.50           61.32           88.20
25.60           60.15           90.58
25.71           58.97           94.39
25.81           57.84           99.51
25.92           56.85           105.84
26.02           56.15           113.26
26.13           55.89           121.63
26.24           56.22           130.84
26.35           57.16           140.74
26.45           58.60           151.19
26.56           60.38           162.05
26.67           62.33           173.16
26.78           64.32           -175.64
26.89           66.28           -164.51
27.00           68.11           -153.62
27.11           69.78           -143.15
27.23           71.25           -133.27
27.34           72.51           -124.14
27.45           73.58           -115.90
27.56           74.45           -108.69
27.68           75.16           -102.61
27.79           75.72           -97.77
27.90           76.14           -94.24
28.02           76.45           -92.09
28.14           76.67           -91.36
28.25           76.80           -92.09
28.37           76.86           -94.28
28.48           76.85           -97.93
28.60           76.76           -103.00
28.72           76.59           -109.43
28.84           76.31           -117.11
28.96           75.92           -125.93
29.07           75.40           -135.72
29.19           74.73           -146.33
29.31           73.92           -157.56
29.43           72.94           -169.20
29.56           71.81           178.96
29.68           70.51           167.20
29.80           69.06           155.77
29.92           67.47           144.98
30.04           65.74           135.12
30.17           63.91           126.48
30.29           62.02           119.29
30.42           60.14           113.74
30.54           58.37           109.99
30.67           56.85           108.14
30.79           55.78           108.22
30.92           55.28           110.22
31.05           55.39           114.07
31.18           55.98           119.63
31.30           56.83           126.72
31.43           57.78           135.09
31.56           58.71           144.49
31.69           59.58           154.64
31.82           60.35           165.30
31.95           61.01           176.23
32.08           61.57           -172.77
32.22           62.02           -161.82
32.35           62.39           -150.98
32.48           62.67           -140.28
32.62           62.87           -129.65
32.75           63.00           -118.96
32.88           63.05           -108.07
33.02           63.04           -96.80
33.16           62.95           -85.03
33.29           62.78           -72.64
33.43           62.52           -59.55
33.57           62.16           -45.77
33.70           61.72           -31.38
33.84           61.17           -16.55
33.98           60.53           -1.54
34.12           59.80           13.26
34.26           58.97           27.42
34.40           58.06           40.47
34.54           57.07           52.02
34.69           56.02           61.74
34.83           54.92           69.34
34.97           53.79           74.62
35.12           52.67           77.53
35.26           51.58           78.15
35.41           50.57           76.74
35.55           49.68           73.72
35.70           48.99           69.66
35.84           48.58           65.15
35.99           48.53           60.78
36.14           48.89           57.10
36.29           49.65           54.66
36.44           50.76           53.94
36.59           52.09           55.34
36.74           53.54           59.02
36.89           55.01           65.00
37.04           56.41           73.09
37.19           57.69           82.93
37.35           58.81           94.12
37.50           59.79           106.22
37.65           60.63           118.73
37.81           61.34           131.09
37.97           61.93           142.73
38.12           62.43           153.15
38.28           62.85           161.98
38.44           63.20           169.03
38.59           63.49           174.21
38.75           63.72           177.55
38.91           63.90           179.13
39.07           64.02           179.13
39.23           64.09           177.81
39.39           64.10           175.51
39.56           64.06           172.60
39.72           63.98           169.42
39.88           63.88           166.21
40.05           63.77           163.17
40.21           63.68           160.43
40.38           63.63           158.08
40.54           63.63           156.15
40.71           63.71           154.63
40.88           63.86           153.45
41.04           64.08           152.48
41.21           64.37           151.64
41.38           64.72           150.84
41.55           65.10           150.00
41.72           65.49           149.10
41.90           65.90           148.09
42.07           66.30           146.97
42.24           66.69           145.72
42.42           67.06           144.38
42.59           67.40           142.97
42.76           67.72           141.52
42.94           68.00           140.05
43.12           68.25           138.57
43.29           68.47           137.09
43.47           68.64           135.63
43.65           68.78           134.18
43.83           68.89           132.73
44.01           68.95           131.27
44.19           68.98           129.79
44.37           68.97           128.28
44.56           68.93           126.72
44.74           68.86           125.11
44.92           68.76           123.43
45.11           68.63           121.67
45.29           68.49           119.82
45.48           68.33           117.87
45.67           68.16           115.81
45.86           67.99           113.63
46.04           67.83           111.33
46.23           67.68           108.94
46.42           67.57           106.46
46.61           67.48           103.92
46.81           67.44           101.38
47.00           67.44           98.87
47.19           67.48           96.46
47.39           67.56           94.19
47.58           67.67           92.09
47.78           67.81           90.21
47.97           67.98           88.55
48.17           68.17           87.13
48.37           68.38           85.94
48.57           68.60           84.98
48.77           68.84           84.21
48.97           69.09           83.63
49.17           69.35           83.18
49.37           69.61           82.82
49.58           69.87           82.49
49.78           70.11           82.14
49.98           70.34           81.68
50.19           70.53           81.04
50.40           70.70           80.17
50.60           70.85           79.06
50.81           70.96           77.68
51.02           71.06           76.08
51.23           71.14           74.30
51.44           71.20           72.41
51.65           71.25           70.49
51.86           71.28           68.58
52.08           71.30           66.73
52.29           71.31           64.96
52.51           71.30           63.28
52.72           71.28           61.67
52.94           71.24           60.10
53.16           71.20           58.57
53.38           71.15           57.06
53.60           71.10           55.57
53.82           71.07           54.10
54.04           71.04           52.65
54.26           71.02           51.21
54.48           71.02           49.77
54.71           71.03           48.30
54.93           71.06           46.77
55.16           71.10           45.16
55.39           71.17           43.46
55.61           71.27           41.67
55.84           71.42           39.81
56.07           71.62           37.90
56.30           71.87           35.97
56.53           72.16           34.01
56.77           72.48           32.00
57.00           72.79           29.91
57.23           73.07           27.67
57.47           73.32           25.25
57.71           73.52           22.63
57.94           73.69           19.84
58.18           73.83           16.94
58.42           73.94           14.03
58.66           74.04           11.26
58.90           74.13           8.71
59.15           74.20           6.46
59.39           74.26           4.52
59.63           74.31           2.89
59.88           74.33           1.51
60.12           74.32           0.32
60.37           74.29           -0.70
60.62           74.26           -1.57
60.87           74.22           -2.24
61.12           74.21           -2.73
61.37           74.22           -3.01
61.62           74.26           -3.11
61.88           74.32           -3.12
62.13           74.40           -3.13
62.39           74.49           -3.29
62.64           74.58           -3.69
62.90           74.66           -4.40
63.16           74.74           -5.44
63.42           74.82           -6.77
63.68           74.90           -8.35
63.94           75.00           -10.08
64.21           75.11           -11.91
64.47           75.25           -13.80
64.74           75.43           -15.73
65.00           75.63           -17.70
65.27           75.86           -19.70
65.54           76.09           -21.73
65.81           76.32           -23.78
66.08           76.53           -25.85
66.35           76.73           -27.93
66.62           76.92           -30.05
66.90           77.09           -32.21
67.17           77.27           -34.45
67.45           77.45           -36.79
67.73           77.63           -39.24
68.00           77.80           -41.81
68.28           77.97           -44.48
68.56           78.11           -47.26
68.85           78.23           -50.12
69.13           78.32           -53.08
69.41           78.39           -56.14
69.70           78.43           -59.28
69.99           78.47           -62.53
70.27           78.51           -65.88
70.56           78.54           -69.32
70.85           78.59           -72.85
71.14           78.63           -76.47
71.44           78.67           -80.18
71.73           78.71           -83.97
72.03           78.73           -87.81
72.32           78.73           -91.68
72.62           78.72           -95.55
72.92           78.68           -99.39
73.22           78.63           -103.16
73.52           78.56           -106.88
73.82           78.48           -110.57
74.13           78.37           -114.27
74.43           78.25           -118.04
74.74           78.10           -121.89
75.04           77.93           -125.79
75.35           77.72           -129.69
75.66           77.48           -133.47
75.97           77.20           -137.03
76.29           76.87           -140.33
76.60           76.50           -143.34
76.92           76.10           -146.13
77.23           75.66           -148.78
77.55           75.19           -151.37
77.87           74.71           -153.90
78.19           74.23           -156.37
78.51           73.75           -158.69
78.83           73.27           -160.79
79.16           72.80           -162.62
79.48           72.33           -164.15
79.81           71.85           -165.45
80.14           71.38           -166.58
80.47           70.92           -167.67
80.80           70.47           -168.81
81.13           70.03           -170.03
81.47           69.62           -171.36
81.80           69.23           -172.73
82.14           68.87           -174.07
82.47           68.52           -175.30
82.81           68.20           -176.38
83.15           67.89           -177.30
83.50           67.57           -178.08
83.84           67.24           -178.75
84.19           66.87           -179.33
84.53           66.48           -179.83
84.88           66.07           179.75
85.23           65.70           179.36
85.58           65.39           178.95
85.93           65.17           178.47
86.28           65.05           177.96
86.64           64.99           177.53
87.00           64.94           177.38
87.35           64.85           177.65
87.71           64.71           178.42
88.07           64.53           179.62
88.44           64.37           -178.93
88.80           64.31           -177.43
89.16           64.47           -176.04
89.53           64.91           -174.89
89.90           65.46           -174.07
90.27           65.92           -173.57
90.64           66.23           -173.32
91.01           66.43           -173.16
91.39           66.56           -172.92
91.76           66.64           -172.55
92.14           66.70           -172.14
92.52           66.76           -171.97
92.90           66.85           -172.36
93.28           66.94           -173.46
93.67           67.03           -175.23
94.05           67.10           -177.40
94.44           67.12           -179.67
94.83           67.05           178.12
95.22           66.85           175.99
95.61           66.54           173.80
96.00           66.23           171.36
96.40           65.99           168.58
96.79           65.82           165.45
97.19           65.72           162.01
97.59           65.67           158.37
97.99           65.65           154.71
98.40           65.64           151.29
98.80           65.63           148.36
99.21           65.62           145.93
99.62           65.60           143.79
100.03          65.58           141.51
100.44          65.54           138.75
100.85          65.47           135.49
101.26          65.37           132.00
101.68          65.26           128.69
102.10          65.16           125.80
102.52          65.09           123.22
102.94          65.03           120.63
103.36          64.98           117.77
103.79          64.90           114.58
104.22          64.78           111.23
104.65          64.64           107.82
105.08          64.49           104.34
105.51          64.37           100.68
105.94          64.27           96.85
106.38          64.18           92.96
106.82          64.09           89.11
107.25          64.02           85.25
107.70          64.00           81.19
108.14          64.05           76.76
108.58          64.16           72.00
109.03          64.28           67.15
109.48          64.39           62.54
109.93          64.45           58.34
110.38          64.46           54.41
110.84          64.47           50.33
111.29          64.50           45.67
111.75          64.60           40.25
112.21          64.77           34.25
112.67          64.95           28.12
113.13          65.12           22.22
113.60          65.25           16.66
114.07          65.36           11.27
114.54          65.47           5.77
115.01          65.60           0.00
115.48          65.74           -6.11
115.95          65.92           -12.52
116.43          66.11           -19.17
116.91          66.32           -25.94
117.39          66.55           -32.66
117.87          66.77           -39.24
118.36          66.99           -45.61
118.85          67.18           -51.77
119.33          67.35           -57.84
119.83          67.51           -64.01
120.32          67.67           -70.45
120.81          67.83           -77.11
121.31          68.00           -83.77
121.81          68.18           -90.13
122.31          68.34           -96.04
122.81          68.48           -101.44
123.32          68.61           -106.42
123.83          68.71           -111.09
124.34          68.81           -115.59
124.85          68.91           -120.12
125.36          69.01           -124.79
125.88          69.12           -129.65
126.39          69.22           -134.60
126.91          69.32           -139.56
127.44          69.42           -144.45
127.96          69.53           -149.24
128.49          69.64           -153.92
129.01          69.73           -158.47
129.55          69.81           -162.91
130.08          69.86           -167.27
130.61          69.89           -171.63
131.15          69.91           -176.05
131.69          69.93           179.43
132.23          69.94           174.85
132.78          69.94           170.35
133.32          69.93           166.07
133.87          69.90           162.02
134.42          69.85           158.06
134.97          69.76           154.08
135.53          69.65           150.09
136.09          69.51           146.13
136.65          69.36           142.26
137.21          69.20           138.50
137.77          69.04           134.84
138.34          68.89           131.25
138.91          68.74           127.68
139.48          68.59           124.10
140.05          68.41           120.53
140.63          68.20           116.98
141.21          67.97           113.49
141.79          67.76           110.15
142.37          67.55           107.03
142.96          67.34           104.20
143.55          67.13           101.62
144.14          66.92           99.21
144.73          66.73           96.84
145.32          66.55           94.48
145.92          66.37           92.10
146.52          66.18           89.73
147.13          65.97           87.43
147.73          65.74           85.28
148.34          65.50           83.30
148.95          65.27           81.51
149.56          65.05           79.95
150.18          64.82           78.62
150.79          64.56           77.37
151.41          64.29           76.01
152.04          64.06           74.49
152.66          63.86           72.74
153.29          63.65           70.79
153.92          63.42           68.89
154.55          63.17           67.29
155.19          62.93           65.94
155.83          62.66           64.56
156.47          62.35           63.15
157.11          62.04           61.97
157.76          61.80           61.18
158.41          61.65           60.60
159.06          61.57           59.92
159.71          61.51           58.91
160.37          61.46           57.63
161.03          61.42           56.38
161.69          61.40           55.43
162.36          61.40           54.86
163.03          61.40           54.51
163.70          61.37           54.13
164.37          61.31           53.58
165.05          61.26           52.91
165.72          61.23           52.21
166.41          61.23           51.45
167.09          61.28           50.54
167.78          61.37           49.51
168.47          61.41           48.65
169.16          61.37           48.11
169.86          61.33           47.68
170.56          61.32           47.14
171.26          61.29           46.42
171.96          61.20           45.63
172.67          61.21           45.10
173.38          61.38           44.40
174.09          61.45           41.68
174.81          61.36           36.36
175.53          61.25           31.26
176.25          61.28           28.81
176.97          61.46           28.23
177.70          61.56           27.83
178.43          61.56           26.85
179.17          61.60           25.11
179.90          61.70           22.91
180.64          61.81           20.67
181.39          61.94           18.57
182.13          62.08           16.63
182.88          62.14           14.86
183.63          62.06           12.94
184.39          61.93           11.13
185.15          62.03           11.19
185.91          62.30           13.66
186.67          62.53           15.88
187.44          62.58           15.57
188.21          62.48           13.33
188.99          62.38           10.58
189.76          62.35           8.35
190.55          62.38           6.89
191.33          62.45           5.37
192.12          62.49           3.42
192.91          62.43           1.58
193.70          62.33           -0.04
194.50          62.31           -1.79
195.30          62.35           -3.56
196.10          62.35           -4.97
196.91          62.29           -6.24
197.72          62.24           -7.81
198.53          62.18           -9.61
199.35          62.13           -11.38
200.17          62.10           -12.72
200.99          62.07           -13.71
201.82          61.98           -15.01
202.65          61.81           -16.69
203.48          61.58           -18.06
204.32          61.38           -19.07
205.16          61.21           -20.01
206.00          61.10           -20.61
206.85          61.04           -20.73
207.70          61.09           -20.67
208.55          61.20           -20.62
209.41          61.29           -20.35
210.27          61.37           -19.82
211.14          61.59           -19.59
212.01          61.93           -20.02
212.88          62.27           -20.89
213.75          62.58           -22.00
214.63          62.91           -23.35
215.52          63.25           -24.80
216.40          63.59           -26.25
217.29          63.91           -27.69
218.19          64.17           -29.45
219.08          64.38           -31.92
219.99          64.54           -34.92
220.89          64.65           -38.22
221.80          64.75           -41.84
222.71          64.82           -45.68
223.63          64.85           -49.62
224.55          64.90           -53.41
225.47          64.94           -56.56
226.40          64.91           -59.38
227.33          64.83           -62.35
228.26          64.74           -64.83
229.20          64.66           -66.90
230.15          64.53           -69.39
231.09          64.37           -71.96
232.04          64.23           -74.10
233.00          64.15           -76.04
233.96          64.10           -78.25
234.92          64.03           -80.68
235.88          63.94           -82.70
236.86          63.90           -84.46
237.83          63.91           -86.08
238.81          63.83           -87.41
239.79          63.74           -88.95
240.78          63.75           -90.80
241.77          63.82           -92.40
242.76          63.87           -94.15
243.76          63.90           -96.43
244.76          64.04           -98.65
245.77          64.18           -100.69
246.78          64.28           -103.06
247.80          64.36           -105.79
248.81          64.45           -108.27
249.84          64.56           -110.29
250.87          64.66           -112.65
251.90          64.74           -115.60
252.93          64.78           -118.74
253.97          64.81           -122.00
255.02          64.83           -125.14
256.07          64.81           -128.02
257.12          64.79           -131.14
258.18          64.80           -134.27
259.24          64.77           -137.22
260.31          64.68           -140.41
261.38          64.66           -143.53
262.45          64.63           -146.29
263.53          64.53           -148.93
264.62          64.41           -151.82
265.70          64.29           -154.76
266.80          64.15           -157.78
267.90          63.96           -160.79
269.00          63.75           -163.57
270.10          63.58           -166.01
271.21          63.38           -168.00
272.33          63.17           -170.06
273.45          63.00           -172.24
274.58          62.81           -174.23
275.70          62.56           -175.81
276.84          62.34           -177.00
277.98          62.13           -178.16
279.12          61.96           -178.85
280.27          61.88           -179.53
281.42          61.80           179.81
282.58          61.72           178.91
283.74          61.71           178.11
284.91          61.83           177.80
286.08          62.04           177.84
287.26          62.13           177.57
288.44          62.34           176.49
289.63          62.63           175.45
290.82          62.99           174.95
292.01          63.50           174.05
293.21          63.78           172.62
294.42          64.08           171.24
295.63          64.34           169.52
296.85          64.58           167.07
298.07          64.89           164.42
299.29          65.23           161.71
300.53          65.50           159.25
301.76          65.82           156.49
303.00          66.07           153.54
304.25          66.30           150.38
305.50          66.58           147.06
306.76          66.81           143.77
308.02          67.00           140.15
309.29          67.12           136.30
310.56          67.17           132.68
311.84          67.39           128.86
313.12          67.56           124.84
314.41          67.72           120.67
315.70          67.86           116.60
317.00          68.03           112.74
318.30          68.15           108.90
319.61          68.27           104.59
320.93          68.35           100.44
322.25          68.44           96.25
323.57          68.51           91.78
324.90          68.55           87.34
326.24          68.59           83.13
327.58          68.63           79.04
328.93          68.66           74.67
330.28          68.74           70.34
331.64          68.72           66.34
333.00          68.73           62.10
334.37          68.72           58.34
335.75          68.70           54.26
337.13          68.61           50.36
338.52          68.56           46.25
339.91          68.50           42.38
341.31          68.43           38.67
342.71          68.35           34.78
344.12          68.28           31.01
345.54          68.21           27.25
346.96          68.12           23.12
348.38          68.06           19.34
349.82          67.97           15.41
351.26          67.83           11.44
352.70          67.74           7.14
354.15          67.62           3.12
355.61          67.51           -1.08
357.07          67.44           -4.68
358.54          67.34           -8.38
360.02          67.19           -12.15
361.50          67.10           -15.84
362.98          67.04           -19.90
364.48          66.96           -23.88
365.98          66.85           -27.58
367.48          66.75           -31.22
368.99          66.63           -34.27
370.51          66.53           -38.17
372.03          66.40           -41.17
373.56          66.35           -44.85
375.10          66.25           -47.89
376.64          66.11           -50.20
378.19          65.98           -52.97
379.75          65.86           -56.37
381.31          65.76           -59.88
382.88          65.69           -63.06
384.45          65.56           -66.22
386.04          65.43           -69.28
387.62          65.29           -71.81
389.22          65.13           -74.52
390.82          65.05           -77.25
392.43          65.01           -80.51
394.04          64.86           -83.51
395.66          64.85           -86.53
397.29          64.71           -89.01
398.92          64.71           -92.06
400.56          64.65           -95.95
402.21          64.64           -99.16
403.87          64.63           -102.95
405.53          64.69           -105.66
407.20          64.85           -108.76
408.87          64.76           -111.93
410.55          64.75           -115.13
412.24          64.72           -118.86
413.94          64.71           -123.02
415.64          64.63           -127.23
417.35          64.52           -130.74
419.07          64.40           -134.12
420.79          64.26           -137.94
422.52          64.18           -141.98
424.26          64.05           -145.78
426.00          63.97           -149.11
427.76          63.84           -152.91
429.51          63.71           -156.21
431.28          63.48           -159.90
433.06          63.05           -163.09
434.84          62.98           -166.29
436.63          62.86           -169.27
438.42          62.85           -171.94
440.22          62.73           -174.08
442.04          62.71           -176.62
443.85          62.74           -179.25
445.68          62.77           177.88
447.51          62.86           174.81
449.35          62.87           172.48
451.20          62.96           170.30
453.06          62.99           167.93
454.92          63.11           165.17
456.79          63.21           162.24
458.67          63.33           158.86
460.56          63.47           155.58
462.45          63.65           152.10
464.35          63.78           148.45
466.26          63.89           144.68
468.18          64.06           140.19
470.11          64.15           136.47
472.04          64.29           131.70
473.98          64.35           127.17
475.93          64.51           122.56
477.89          64.62           117.76
479.86          64.70           112.57
481.83          64.80           107.53
483.81          64.85           102.75
485.80          64.87           98.17
487.80          64.87           93.30
489.81          64.88           88.37
491.82          64.83           83.61
493.85          64.78           78.96
495.88          64.71           73.78
497.92          64.66           69.00
499.96          64.59           64.34
502.02          64.49           60.41
504.09          64.50           56.71
506.16          64.40           53.01
508.24          64.39           49.14
510.33          64.26           45.29
512.43          64.18           41.45
514.54          64.09           38.28
516.66          64.07           34.60
518.78          64.07           31.26
520.91          64.08           28.70
523.06          64.10           24.86
525.21          64.23           21.51
527.37          64.32           18.67
529.54          64.42           15.84
531.72          64.57           12.69
533.90          64.69           8.94
536.10          64.95           5.56
538.30          65.15           2.14
540.52          65.29           -1.64
542.74          65.55           -5.28
544.97          65.80           -9.37
547.22          66.13           -13.65
549.47          66.46           -17.87
551.73          66.80           -22.41
554.00          67.06           -28.04
556.28          67.32           -32.74
558.56          67.52           -38.03
560.86          67.72           -43.84
563.17          67.91           -49.36
565.48          68.07           -55.29
567.81          68.20           -61.00
570.15          68.25           -67.28
572.49          68.33           -73.27
574.85          68.39           -79.41
577.21          68.43           -85.43
579.59          68.51           -91.39
581.97          68.53           -98.03
584.36          68.49           -103.91
586.77          68.40           -109.79
589.18          68.33           -115.78
591.60          68.22           -121.67
594.04          68.16           -127.59
596.48          68.08           -132.98
598.93          68.02           -138.46
601.40          67.95           -143.89
603.87          67.92           -149.47
606.36          67.88           -154.91
608.85          67.82           -160.46
611.35          67.81           -165.81
613.87          67.80           -171.36
616.39          67.72           -176.77
618.93          67.66           177.90
621.47          67.68           172.48
624.03          67.69           166.99
626.60          67.72           161.49
629.18          67.87           156.08
631.76          67.97           150.31
634.36          68.07           144.43
636.97          68.12           138.58
639.59          68.19           132.75
642.22          68.26           127.06
644.86          68.31           120.80
647.52          68.44           114.27
650.18          68.52           107.67
652.85          68.56           101.06
655.54          68.56           94.36
658.24          68.56           87.49
660.94          68.54           80.56
663.66          68.49           73.38
666.39          68.44           66.38
669.13          68.29           59.70
671.89          68.06           53.35
674.65          67.83           46.79
677.42          67.62           39.89
680.21          67.40           33.76
683.01          67.11           28.52
685.82          66.82           23.87
688.64          66.48           19.16
691.47          66.13           14.93
694.32          65.82           11.06
697.17          65.69           7.15
700.04          65.61           4.14
702.92          65.50           0.85
705.81          65.60           -2.46
708.71          65.68           -5.79
711.63          65.82           -9.52
714.56          66.14           -13.33
717.50          66.41           -17.24
720.45          66.80           -21.35
723.41          67.10           -26.12
726.39          67.49           -31.86
729.37          67.88           -37.75
732.37          68.21           -43.71
735.39          68.47           -50.09
738.41          68.76           -56.97
741.45          68.99           -63.81
744.50          69.13           -71.39
747.56          69.32           -78.86
750.64          69.43           -86.19
753.72          69.57           -93.68
756.82          69.69           -101.26
759.94          69.83           -108.88
763.06          69.99           -116.28
766.20          70.05           -123.47
769.35          70.17           -131.05
772.52          70.23           -138.43
775.69          70.32           -145.80
778.89          70.43           -153.30
782.09          70.55           -160.91
785.31          70.64           -168.46
788.54          70.74           -176.24
791.78          70.92           176.10
795.04          71.01           168.23
798.31          71.13           160.14
801.59          71.24           152.10
804.89          71.34           143.92
808.20          71.40           135.62
811.52          71.48           127.16
814.86          71.51           118.46
818.21          71.51           109.98
821.58          71.54           101.65
824.96          71.54           93.14
828.35          71.48           84.97
831.76          71.45           76.94
835.18          71.43           68.93
838.62          71.40           60.73
842.06          71.33           52.83
845.53          71.30           44.97
849.01          71.26           37.22
852.50          71.23           29.43
856.01          71.19           21.97
859.53          71.20           14.55
863.06          71.15           7.01
866.61          71.19           -0.55
870.18          71.23           -8.01
873.76          71.24           -15.95
877.35          71.26           -23.98
880.96          71.30           -32.17
884.58          71.32           -40.70
888.22          71.29           -49.29
891.87          71.29           -57.61
895.54          71.25           -66.22
899.23          71.22           -74.75
902.93          71.15           -83.36
906.64          71.08           -92.00
910.37          70.99           -100.86
914.11          70.89           -109.62
917.87          70.78           -118.57
921.65          70.66           -127.39
925.44          70.56           -136.01
929.25          70.41           -144.72
933.07          70.26           -153.50
936.91          70.13           -161.78
940.76          69.99           -170.06
944.63          69.88           -178.60
948.52          69.73           173.14
952.42          69.60           164.88
956.33          69.51           156.69
960.27          69.44           148.57
964.22          69.35           140.55
968.18          69.27           132.27
972.17          69.19           124.19
976.17          69.15           116.33
