Freq[Hz]        [dBSPL]         Phase[Deg]
114.07          66.84           12.32
114.54          66.72           4.93
115.01          66.74           -3.19
115.48          66.92           -11.44
115.95          67.28           -19.27
116.43          67.74           -26.30
116.91          68.18           -32.34
117.39          68.52           -37.47
117.87          68.70           -42.07
118.36          68.74           -46.86
118.85          68.68           -52.48
119.33          68.62           -59.07
119.83          68.63           -66.27
120.32          68.78           -73.54
120.81          69.05           -80.41
121.31          69.39           -86.56
121.81          69.70           -91.86
122.31          69.95           -96.42
122.81          70.09           -100.61
123.32          70.12           -104.80
123.83          70.07           -109.33
124.34          69.99           -114.39
124.85          69.96           -120.03
125.36          70.03           -126.03
125.88          70.20           -131.94
126.39          70.44           -137.35
126.91          70.68           -142.05
127.44          70.86           -146.12
127.96          70.95           -149.82
128.49          70.93           -153.57
129.01          70.85           -157.75
129.55          70.75           -162.53
130.08          70.70           -167.78
130.61          70.75           -173.18
131.15          70.87           -178.36
131.69          71.00           176.96
132.23          71.08           172.87
132.78          71.09           169.22
133.32          71.01           165.72
133.87          70.87           162.01
134.42          70.69           157.83
134.97          70.52           153.17
135.53          70.41           148.36
136.09          70.39           143.83
136.65          70.40           139.90
137.21          70.39           136.61
137.77          70.33           133.76
138.34          70.19           130.90
138.91          69.94           127.62
139.48          69.63           123.80
140.05          69.34           119.64
140.63          69.13           115.48
141.21          69.04           111.74
141.79          69.00           108.70
142.37          68.93           106.32
142.96          68.77           104.27
143.55          68.52           102.20
144.14          68.21           99.75
144.73          67.86           96.76
145.32          67.57           93.40
145.92          67.41           90.09
146.52          67.35           87.23
147.13          67.29           85.13
147.73          67.18           83.80
148.34          67.01           82.73
148.95          66.76           81.26
149.56          66.44           79.14
150.18          66.06           76.54
150.79          65.74           73.81
151.41          65.55           71.48
152.04          65.49           69.95
152.66          65.43           68.90
153.29          65.32           67.79
153.92          65.10           66.41
154.55          64.78           64.73
155.19          64.39           62.85
155.83          64.06           61.03
156.47          63.90           59.56
157.11          63.81           58.72
157.76          63.69           58.55
158.41          63.55           58.51
159.06          63.37           57.97
159.71          63.13           56.96
160.37          62.89           55.88
161.03          62.75           54.99
161.69          62.72           54.47
162.36          62.71           54.35
163.03          62.69           54.26
163.70          62.65           53.94
164.37          62.62           53.43
165.05          62.63           52.79
165.72          62.68           52.09
166.41          62.68           51.34
167.09          62.61           50.54
167.78          62.54           49.62
168.47          62.52           48.58
169.16          62.56           47.65
169.86          62.67           47.19
170.56          62.75           47.17
171.26          62.64           47.12
171.96          62.40           46.51
172.67          62.27           45.09
173.38          62.32           43.03
174.09          62.59           40.35
174.81          63.10           37.41
175.53          63.54           35.60
176.25          63.60           35.45
176.97          63.45           35.42
177.70          63.35           34.03
178.43          63.42           31.28
179.17          63.75           28.51
179.90          64.15           27.11
180.64          64.29           26.72
181.39          64.19           25.84
182.13          64.07           23.62
182.88          64.09           20.17
183.63          64.29           16.78
184.39          64.55           15.23
185.15          64.64           16.00
185.91          64.40           17.71
186.67          64.00           17.81
187.44          63.80           15.03
188.21          63.90           11.25
188.99          64.14           8.80
189.76          64.25           8.16
190.55          64.05           8.23
191.33          63.67           6.77
192.12          63.48           3.28
192.91          63.59           -0.19
193.70          63.82           -2.12
194.50          63.87           -2.51
195.30          63.68           -2.97
196.10          63.36           -5.38
196.91          63.21           -9.17
197.72          63.38           -12.40
198.53          63.51           -13.75
199.35          63.46           -13.84
200.17          63.26           -15.08
200.99          63.02           -18.03
201.82          63.01           -21.20
202.65          63.14           -23.10
203.48          63.12           -22.98
204.32          62.92           -22.11
205.16          62.55           -22.21
206.00          62.19           -23.26
206.85          62.30           -24.07
207.70          62.63           -23.36
208.55          62.80           -21.23
209.41          62.81           -19.36
210.27          62.84           -19.14
211.14          63.18           -20.11
212.01          63.59           -20.86
212.88          63.85           -20.75
213.75          64.04           -20.61
214.63          64.31           -21.42
215.52          64.63           -22.93
216.40          64.94           -24.86
217.29          65.21           -27.30
218.19          65.49           -29.97
219.08          65.78           -32.71
219.99          65.93           -35.64
220.89          65.95           -39.41
221.80          65.97           -44.10
222.71          66.06           -48.65
223.63          66.20           -51.92
224.55          66.22           -54.34
225.47          66.12           -57.80
226.40          66.06           -61.87
227.33          66.16           -64.75
228.26          66.18           -66.20
229.20          65.97           -67.88
230.15          65.80           -71.23
231.09          65.77           -74.29
232.04          65.83           -75.80
233.00          65.72           -76.84
233.96          65.50           -79.13
234.92          65.38           -82.41
235.88          65.49           -84.42
236.86          65.54           -84.86
237.83          65.31           -85.57
238.81          65.11           -88.45
239.79          65.24           -91.21
240.78          65.51           -92.13
241.77          65.49           -92.84
242.76          65.35           -95.40
243.76          65.46           -98.94
244.76          65.73           -100.73
245.77          65.78           -101.49
246.78          65.67           -103.51
247.80          65.72           -106.68
248.81          65.93           -108.67
249.84          66.00           -109.97
250.87          65.89           -112.61
251.90          65.90           -116.44
252.93          66.05           -119.26
253.97          66.08           -121.09
255.02          65.97           -123.82
256.07          65.92           -127.27
257.12          65.92           -130.30
258.18          65.87           -133.09
259.24          65.79           -136.51
260.31          65.69           -139.86
261.38          65.64           -142.98
262.45          65.58           -146.10
263.53          65.50           -149.23
264.62          65.42           -152.30
265.70          65.33           -155.02
266.80          65.25           -157.89
267.90          65.10           -160.91
269.00          64.88           -163.75
270.10          64.69           -166.54
271.21          64.56           -168.94
272.33          64.33           -170.95
273.45          64.09           -173.00
274.58          63.92           -175.35
275.70          63.82           -176.64
276.84          63.56           -177.46
277.98          63.33           -178.89
279.12          63.24           179.09
280.27          63.21           178.55
281.42          62.89           178.25
282.58          62.82           176.82
283.74          63.08           176.11
284.91          63.20           176.94
286.08          63.12           176.18
287.26          63.40           174.51
288.44          63.86           174.38
289.63          63.85           173.66
290.82          63.91           171.76
292.01          64.38           171.60
293.21          64.56           170.89
294.42          64.78           168.63
295.63          65.24           166.53
296.85          65.50           165.73
298.07          65.66           163.46
299.29          66.12           160.02
300.53          66.45           157.94
301.76          66.63           155.13
303.00          66.95           151.23
304.25          67.26           148.07
305.50          67.46           145.23
306.76          67.62           141.63
308.02          67.84           138.45
309.29          68.08           134.84
310.56          68.27           130.24
311.84          68.44           126.70
313.12          68.65           122.78
314.41          68.84           118.61
315.70          68.96           114.44
317.00          69.14           110.23
318.30          69.25           106.46
319.61          69.31           101.92
320.93          69.41           97.93
322.25          69.46           94.21
323.57          69.48           89.77
324.90          69.56           85.70
326.24          69.61           81.85
327.58          69.62           77.13
328.93          69.70           73.21
330.28          69.66           69.69
331.64          69.67           65.00
333.00          69.68           61.35
334.37          69.58           57.33
335.75          69.63           52.77
337.13          69.62           49.13
338.52          69.57           44.88
339.91          69.61           41.00
341.31          69.51           37.52
342.71          69.44           33.17
344.12          69.45           29.85
345.54          69.34           26.18
346.96          69.29           21.95
348.38          69.31           17.87
349.82          69.23           14.26
351.26          69.13           9.72
352.70          69.17           6.05
354.15          68.99           1.94
355.61          68.97           -2.31
357.07          68.88           -5.58
358.54          68.74           -9.50
360.02          68.65           -13.19
361.50          68.46           -17.15
362.98          68.45           -21.47
364.48          68.38           -24.62
365.98          68.24           -29.12
367.48          68.27           -32.66
368.99          68.10           -36.00
370.51          67.97           -39.47
372.03          67.83           -42.96
373.56          67.76           -46.11
375.10          67.60           -49.24
376.64          67.57           -51.97
378.19          67.44           -54.51
379.75          67.30           -58.61
381.31          67.23           -61.75
382.88          67.04           -65.06
384.45          67.02           -68.50
386.04          66.89           -70.80
387.62          66.68           -74.68
389.22          66.65           -77.12
390.82          66.37           -79.89
392.43          66.34           -82.90
394.04          66.24           -85.97
395.66          66.22           -88.92
397.29          66.17           -92.01
398.92          66.03           -94.79
400.56          65.91           -98.05
402.21          65.81           -101.55
403.87          65.78           -104.73
405.53          65.69           -107.25
407.20          65.57           -108.88
408.87          65.48           -112.51
410.55          65.49           -115.68
412.24          65.49           -118.72
413.94          65.27           -122.75
415.64          65.36           -126.68
417.35          65.25           -129.64
419.07          65.17           -133.26
420.79          64.97           -137.02
422.52          64.97           -140.09
424.26          64.77           -143.23
426.00          64.86           -146.92
427.76          64.75           -150.27
429.51          64.69           -152.57
431.28          64.54           -156.31
433.06          64.70           -160.60
434.84          64.57           -162.77
436.63          64.46           -165.34
438.42          64.41           -168.44
440.22          64.55           -170.58
442.04          64.51           -173.40
443.85          64.45           -176.37
445.68          64.53           -179.11
447.51          64.61           177.88
449.35          64.65           174.94
451.20          64.80           171.23
453.06          64.94           168.53
454.92          65.05           165.53
456.79          65.18           162.26
458.67          65.32           158.65
460.56          65.48           155.28
462.45          65.84           151.38
464.35          65.95           147.22
466.26          66.15           143.89
468.18          66.35           138.83
470.11          66.57           135.13
472.04          66.83           130.39
473.98          66.91           126.60
475.93          67.04           122.11
477.89          67.18           116.54
479.86          67.33           112.60
481.83          67.34           107.50
483.81          67.36           102.91
485.80          67.38           97.89
487.80          67.53           92.91
489.81          67.50           88.21
491.82          67.40           83.80
493.85          67.40           78.33
495.88          67.38           73.61
497.92          67.37           69.38
499.96          67.25           64.58
502.02          67.19           60.55
504.09          67.11           55.74
506.16          67.03           51.87
508.24          67.01           48.43
510.33          66.93           44.10
512.43          66.84           40.72
514.54          66.84           36.58
516.66          66.83           32.43
518.78          66.73           29.47
520.91          66.80           25.74
523.06          66.84           22.44
525.21          66.88           19.43
527.37          66.98           15.92
529.54          66.99           12.62
531.72          67.10           9.42
533.90          67.26           5.54
536.10          67.51           2.08
538.30          67.77           -1.75
540.52          67.92           -5.04
542.74          68.18           -9.38
544.97          68.49           -14.15
547.22          68.79           -18.24
549.47          69.07           -22.39
551.73          69.43           -27.84
554.00          69.66           -33.22
556.28          69.91           -38.46
558.56          70.19           -44.04
560.86          70.37           -49.87
563.17          70.52           -55.53
565.48          70.66           -61.85
567.81          70.84           -68.06
570.15          70.95           -74.09
572.49          71.03           -80.44
574.85          71.13           -87.19
577.21          71.18           -93.63
579.59          71.24           -100.04
581.97          71.21           -106.86
584.36          71.19           -113.23
586.77          71.10           -119.29
589.18          71.04           -125.40
591.60          70.95           -132.38
594.04          70.84           -138.57
596.48          70.73           -144.46
598.93          70.74           -150.28
601.40          70.69           -155.95
603.87          70.55           -161.57
606.36          70.47           -167.38
608.85          70.40           -172.79
611.35          70.33           -178.34
613.87          70.26           176.48
616.39          70.18           171.15
618.93          70.17           165.96
621.47          70.17           160.18
624.03          70.18           154.96
626.60          70.26           149.68
629.18          70.36           144.39
631.76          70.46           138.69
634.36          70.62           133.02
636.97          70.63           127.10
639.59          70.75           120.84
642.22          70.85           114.58
644.86          70.95           108.23
647.52          71.02           101.37
650.18          71.09           94.38
652.85          71.13           86.85
655.54          71.20           79.66
658.24          71.22           72.32
660.94          71.20           65.09
663.66          71.14           57.42
666.39          71.00           49.69
669.13          70.81           42.36
671.89          70.61           35.16
674.65          70.36           27.76
677.42          70.13           20.72
680.21          69.79           14.84
683.01          69.45           9.42
685.82          69.10           4.07
688.64          68.73           -0.09
691.47          68.33           -3.72
694.32          67.99           -6.98
697.17          67.58           -10.40
700.04          67.30           -13.44
702.92          67.08           -16.54
705.81          67.05           -19.60
708.71          67.15           -22.68
711.63          67.33           -26.05
714.56          67.62           -29.61
717.50          67.92           -33.06
720.45          68.20           -37.34
723.41          68.54           -42.37
726.39          68.87           -47.99
729.37          69.15           -53.64
732.37          69.40           -60.70
735.39          69.59           -67.89
738.41          69.76           -75.07
741.45          69.88           -82.79
744.50          70.01           -90.33
747.56          70.15           -97.71
750.64          70.24           -105.33
753.72          70.37           -112.91
756.82          70.44           -120.23
759.94          70.43           -127.61
763.06          70.44           -135.19
766.20          70.45           -142.27
769.35          70.44           -149.54
772.52          70.46           -156.77
775.69          70.47           -164.01
778.89          70.52           -170.99
782.09          70.62           -178.07
785.31          70.64           174.44
788.54          70.71           167.60
791.78          70.78           160.11
795.04          70.80           152.53
798.31          70.81           144.91
801.59          70.78           137.33
804.89          70.77           129.56
808.20          70.82           121.79
811.52          70.81           114.41
814.86          70.81           106.89
818.21          70.82           99.44
821.58          70.81           92.04
824.96          70.77           84.81
828.35          70.72           77.51
831.76          70.68           70.20
835.18          70.68           63.09
838.62          70.63           56.00
842.06          70.62           49.07
845.53          70.59           42.22
849.01          70.64           35.36
852.50          70.64           28.69
856.01          70.69           22.13
859.53          70.73           15.46
863.06          70.81           8.28
866.61          70.88           1.26
870.18          70.96           -6.06
873.76          71.04           -13.73
877.35          71.15           -21.41
880.96          71.24           -29.00
884.58          71.36           -36.76
888.22          71.44           -44.56
891.87          71.51           -52.47
895.54          71.58           -60.50
899.23          71.67           -68.33
902.93          71.72           -76.18
906.64          71.79           -84.56
910.37          71.83           -92.83
914.11          71.86           -101.10
917.87          71.91           -109.37
921.65          71.98           -117.83
925.44          72.03           -126.00
929.25          72.07           -134.15
933.07          72.13           -142.30
936.91          72.18           -150.33
940.76          72.21           -158.65
944.63          72.29           -166.99
948.52          72.37           -175.51
952.42          72.45           176.05
956.33          72.53           167.39
960.27          72.62           158.61
964.22          72.72           150.08
968.18          72.83           141.57
972.17          72.97           132.76
976.17          73.08           124.11
