Freq[Hz]        [dBSPL]         Phase[Deg]
13.89           97.49           -149.14
13.94           97.27           -151.77
14.00           97.06           -154.39
14.06           96.85           -157.00
14.12           96.65           -159.56
14.18           96.47           -162.08
14.23           96.30           -164.53
14.29           96.15           -166.90
14.35           96.02           -169.17
14.41           95.90           -171.34
14.47           95.82           -173.39
14.53           95.75           -175.30
14.59           95.72           -177.06
14.65           95.71           -178.66
14.71           95.73           179.91
14.77           95.77           178.67
14.83           95.84           177.61
14.89           95.93           176.77
14.95           96.04           176.13
15.01           96.17           175.73
15.08           96.31           175.55
15.14           96.46           175.61
15.20           96.62           175.92
15.26           96.79           176.49
15.33           96.95           177.32
15.39           97.11           178.42
15.45           97.27           179.81
15.52           97.41           -178.53
15.58           97.55           -176.56
15.64           97.66           -174.30
15.71           97.76           -171.72
15.77           97.83           -168.82
15.84           97.88           -165.60
15.90           97.90           -162.08
15.97           97.90           -158.25
16.03           97.87           -154.14
16.10           97.81           -149.76
16.17           97.73           -145.15
16.23           97.61           -140.33
16.30           97.47           -135.35
16.37           97.31           -130.25
16.43           97.11           -125.08
16.50           96.90           -119.89
16.57           96.66           -114.76
16.64           96.40           -109.75
16.70           96.12           -104.94
16.77           95.84           -100.40
16.84           95.55           -96.23
16.91           95.26           -92.50
16.98           94.98           -89.31
17.05           94.72           -86.73
17.12           94.47           -84.86
17.19           94.26           -83.79
17.26           94.08           -83.57
17.33           93.96           -84.27
17.40           93.88           -85.91
17.48           93.86           -88.53
17.55           93.89           -92.13
17.62           93.98           -96.70
17.69           94.13           -102.21
17.77           94.32           -108.62
17.84           94.55           -115.86
17.91           94.80           -123.86
17.99           95.08           -132.51
18.06           95.36           -141.70
18.13           95.63           -151.28
18.21           95.89           -161.11
18.28           96.12           -171.01
18.36           96.32           179.19
18.43           96.47           169.66
18.51           96.58           160.59
18.59           96.63           152.16
18.66           96.63           144.53
18.74           96.58           137.84
18.82           96.47           132.21
18.89           96.30           127.72
18.97           96.08           124.47
19.05           95.79           122.48
19.13           95.45           121.78
19.21           95.03           122.36
19.29           94.54           124.21
19.37           93.98           127.25
19.44           93.32           131.40
19.52           92.58           136.55
19.61           91.75           142.56
19.69           90.83           149.26
19.77           89.83           156.45
19.85           88.77           163.92
19.93           87.64           171.46
20.01           86.48           178.87
20.09           85.29           -174.04
20.18           84.10           -167.46
20.26           82.93           -161.51
20.34           81.81           -156.34
20.43           80.78           -152.03
20.51           79.85           -148.65
20.59           79.06           -146.26
20.68           78.44           -144.88
20.76           78.00           -144.50
20.85           77.73           -145.09
20.94           77.62           -146.58
21.02           77.66           -148.89
21.11           77.80           -151.90
21.20           78.02           -155.45
21.28           78.29           -159.36
21.37           78.58           -163.46
21.46           78.87           -167.55
21.55           79.15           -171.48
21.63           79.40           -175.10
21.72           79.62           -178.27
21.81           79.80           179.10
21.90           79.95           177.10
21.99           80.06           175.79
22.08           80.12           175.22
22.17           80.15           175.39
22.27           80.13           176.31
22.36           80.06           177.94
22.45           79.95           -179.77
22.54           79.80           -176.90
22.63           79.60           -173.56
22.73           79.36           -169.88
22.82           79.09           -166.01
22.91           78.78           -162.10
23.01           78.44           -158.28
23.10           78.08           -154.67
23.20           77.71           -151.37
23.29           77.33           -148.47
23.39           76.94           -146.04
23.49           76.55           -144.14
23.58           76.16           -142.78
23.68           75.77           -142.00
23.78           75.39           -141.80
23.87           75.02           -142.14
23.97           74.64           -143.00
24.07           74.25           -144.31
24.17           73.86           -145.99
24.27           73.45           -147.95
24.37           73.01           -150.08
24.47           72.55           -152.29
24.57           72.05           -154.49
24.67           71.52           -156.62
24.77           70.94           -158.60
24.88           70.32           -160.38
24.98           69.64           -161.93
25.08           68.91           -163.21
25.18           68.12           -164.19
25.29           67.27           -164.88
25.39           66.35           -165.28
25.50           65.38           -165.39
25.60           64.35           -165.26
25.71           63.31           -164.92
25.81           62.30           -164.41
25.92           61.38           -163.79
26.02           60.65           -163.08
26.13           60.22           -162.33
26.24           60.18           -161.55
26.35           60.58           -160.77
26.45           61.38           -159.99
26.56           62.46           -159.21
26.67           63.72           -158.44
26.78           65.04           -157.65
26.89           66.32           -156.82
27.00           67.51           -155.94
27.11           68.56           -154.95
27.23           69.44           -153.82
27.34           70.16           -152.51
27.45           70.74           -151.00
27.56           71.19           -149.26
27.68           71.53           -147.29
27.79           71.77           -145.09
27.90           71.95           -142.68
28.02           72.06           -140.07
28.14           72.10           -137.31
28.25           72.08           -134.45
28.37           72.00           -131.55
28.48           71.83           -128.68
28.60           71.56           -125.92
28.72           71.20           -123.34
28.84           70.72           -121.01
28.96           70.16           -118.97
29.07           69.52           -117.24
29.19           68.84           -115.82
29.31           68.16           -114.67
29.43           67.53           -113.75
29.56           67.01           -112.98
29.68           66.63           -112.26
29.80           66.45           -111.45
29.92           66.48           -110.40
30.04           66.72           -108.95
30.17           67.16           -106.95
30.29           67.74           -104.27
30.42           68.44           -100.85
30.54           69.19           -96.65
30.67           69.96           -91.68
30.79           70.69           -86.03
30.92           71.35           -79.82
31.05           71.91           -73.25
31.18           72.36           -66.57
31.30           72.68           -60.08
31.43           72.88           -54.16
31.56           72.98           -49.15
31.69           73.00           -45.39
31.82           72.96           -43.18
31.95           72.85           -42.78
32.08           72.69           -44.38
32.22           72.46           -48.08
32.35           72.14           -53.89
32.48           71.72           -61.74
32.62           71.17           -71.47
32.75           70.44           -82.81
32.88           69.52           -95.44
33.02           68.37           -108.98
33.16           66.97           -123.06
33.29           65.35           -137.27
33.43           63.58           -151.18
33.57           61.83           -164.42
33.70           60.35           -176.68
33.84           59.44           172.26
33.98           59.26           162.59
34.12           59.65           154.39
34.26           60.31           147.69
34.40           61.01           142.46
34.54           61.64           138.63
34.69           62.16           136.07
34.83           62.58           134.61
34.97           62.90           134.03
35.12           63.15           134.15
35.26           63.34           134.81
35.41           63.49           135.85
35.55           63.59           137.18
35.70           63.66           138.69
35.84           63.69           140.33
35.99           63.68           142.04
36.14           63.62           143.80
36.29           63.53           145.59
36.44           63.44           147.42
36.59           63.40           149.30
36.74           63.45           151.22
36.89           63.63           153.17
37.04           63.93           155.13
37.19           64.31           157.06
37.35           64.74           158.92
37.50           65.19           160.71
37.65           65.63           162.37
37.81           66.04           163.90
37.97           66.41           165.27
38.12           66.75           166.47
38.28           67.06           167.50
38.44           67.32           168.38
38.59           67.56           169.12
38.75           67.76           169.77
38.91           67.93           170.33
39.07           68.07           170.83
39.23           68.18           171.28
39.39           68.26           171.69
39.56           68.31           172.06
39.72           68.33           172.38
39.88           68.34           172.61
40.05           68.33           172.72
40.21           68.30           172.66
40.38           68.27           172.39
40.54           68.22           171.88
40.71           68.15           171.10
40.88           68.08           170.03
41.04           67.99           168.64
41.21           67.89           166.95
41.38           67.77           164.98
41.55           67.64           162.75
41.72           67.50           160.32
41.90           67.34           157.72
42.07           67.18           155.00
42.24           67.03           152.20
42.42           66.88           149.37
42.59           66.77           146.56
42.76           66.69           143.80
42.94           66.67           141.09
43.12           66.71           138.45
43.29           66.83           135.87
43.47           67.03           133.36
43.65           67.29           130.88
43.83           67.61           128.42
44.01           67.95           125.95
44.19           68.29           123.44
44.37           68.61           120.88
44.56           68.90           118.26
44.74           69.15           115.58
44.92           69.36           112.87
45.11           69.53           110.13
45.29           69.66           107.41
45.48           69.77           104.74
45.67           69.85           102.18
45.86           69.90           99.76
46.04           69.94           97.51
46.23           69.95           95.47
46.42           69.95           93.64
46.61           69.93           92.04
46.81           69.92           90.65
47.00           69.93           89.48
47.19           69.96           88.49
47.39           70.05           87.67
47.58           70.17           87.00
47.78           70.35           86.43
47.97           70.56           85.96
48.17           70.79           85.54
48.37           71.02           85.14
48.57           71.24           84.71
48.77           71.44           84.24
48.97           71.61           83.69
49.17           71.74           83.07
49.37           71.84           82.37
49.58           71.91           81.59
49.78           71.94           80.78
49.98           71.94           79.95
50.19           71.92           79.14
50.40           71.87           78.36
50.60           71.79           77.63
50.81           71.70           76.93
51.02           71.58           76.25
51.23           71.44           75.54
51.44           71.31           74.77
51.65           71.17           73.90
51.86           71.05           72.91
52.08           70.96           71.77
52.29           70.89           70.47
52.51           70.87           69.00
52.72           70.88           67.36
52.94           70.92           65.56
53.16           71.01           63.57
53.38           71.12           61.42
53.60           71.27           59.11
53.82           71.44           56.67
54.04           71.65           54.13
54.26           71.88           51.56
54.48           72.13           49.01
54.71           72.40           46.57
54.93           72.68           44.30
55.16           72.98           42.25
55.39           73.28           40.45
55.61           73.57           38.94
55.84           73.86           37.70
56.07           74.13           36.72
56.30           74.40           35.93
56.53           74.64           35.28
56.77           74.88           34.68
57.00           75.12           34.04
57.23           75.35           33.27
57.47           75.57           32.31
57.71           75.79           31.11
57.94           76.00           29.68
58.18           76.18           28.06
58.42           76.33           26.32
58.66           76.43           24.53
58.90           76.48           22.76
59.15           76.49           21.03
59.39           76.46           19.35
59.63           76.41           17.70
59.88           76.33           16.04
60.12           76.23           14.33
60.37           76.13           12.57
60.62           76.02           10.77
60.87           75.90           8.99
61.12           75.77           7.25
61.37           75.64           5.57
61.62           75.52           3.95
61.88           75.43           2.37
62.13           75.38           0.76
62.39           75.38           -0.93
62.64           75.46           -2.73
62.90           75.59           -4.64
63.16           75.77           -6.63
63.42           75.99           -8.65
63.68           76.21           -10.66
63.94           76.45           -12.59
64.21           76.69           -14.43
64.47           76.93           -16.17
64.74           77.17           -17.81
65.00           77.41           -19.38
65.27           77.63           -20.89
65.54           77.85           -22.36
65.81           78.05           -23.80
66.08           78.23           -25.24
66.35           78.40           -26.73
66.62           78.54           -28.34
66.90           78.67           -30.12
67.17           78.79           -32.15
67.45           78.90           -34.46
67.73           79.00           -37.07
68.00           79.09           -39.96
68.28           79.18           -43.09
68.56           79.26           -46.40
68.85           79.35           -49.84
69.13           79.44           -53.38
69.41           79.53           -56.99
69.70           79.61           -60.64
69.99           79.70           -64.34
70.27           79.77           -68.06
70.56           79.84           -71.81
70.85           79.90           -75.59
71.14           79.96           -79.40
71.44           80.01           -83.25
71.73           80.05           -87.14
72.03           80.08           -91.06
72.32           80.10           -95.00
72.62           80.10           -98.93
72.92           80.06           -102.81
73.22           79.98           -106.62
73.52           79.87           -110.37
73.82           79.71           -114.04
74.13           79.53           -117.68
74.43           79.32           -121.31
74.74           79.09           -124.95
75.04           78.85           -128.58
75.35           78.60           -132.17
75.66           78.34           -135.67
75.97           78.05           -139.02
76.29           77.73           -142.16
76.60           77.38           -145.08
76.92           77.01           -147.76
77.23           76.62           -150.22
77.55           76.23           -152.51
77.87           75.85           -154.63
78.19           75.48           -156.61
78.51           75.12           -158.42
78.83           74.75           -160.07
79.16           74.36           -161.57
79.48           73.95           -163.00
79.81           73.50           -164.44
80.14           73.03           -166.01
80.47           72.52           -167.76
80.80           72.01           -169.68
81.13           71.49           -171.68
81.47           70.98           -173.62
81.80           70.50           -175.38
82.14           70.06           -176.89
82.47           69.68           -178.10
82.81           69.34           -179.05
83.15           69.06           -179.77
83.50           68.81           179.66
83.84           68.59           179.17
84.19           68.38           178.69
84.53           68.18           178.23
84.88           67.97           177.89
85.23           67.77           177.89
85.58           67.57           178.42
85.93           67.38           179.63
86.28           67.18           -178.59
86.64           66.97           -176.48
87.00           66.73           -174.45
87.35           66.44           -172.84
87.71           66.13           -171.86
88.07           65.80           -171.54
88.44           65.55           -171.77
88.80           65.46           -172.37
89.16           65.62           -173.16
89.53           65.99           -173.98
89.90           66.41           -174.72
90.27           66.75           -175.38
90.64           66.99           -176.01
91.01           67.15           -176.74
91.39           67.28           -177.66
91.76           67.40           -178.82
92.14           67.52           179.75
92.52           67.66           178.01
92.90           67.79           175.88
93.28           67.92           173.35
93.67           68.02           170.50
94.05           68.08           167.55
94.44           68.06           164.78
94.83           67.96           162.35
95.22           67.77           160.25
95.61           67.59           158.38
96.00           67.52           156.57
96.40           67.56           154.71
96.79           67.66           152.74
97.19           67.75           150.65
97.59           67.78           148.42
97.99           67.74           146.11
98.40           67.66           143.78
98.80           67.55           141.62
99.21           67.43           139.71
99.62           67.32           138.05
100.03          67.23           136.48
100.44          67.16           134.75
100.85          67.11           132.68
101.26          67.06           130.24
101.68          67.00           127.55
102.10          66.89           124.71
102.52          66.74           121.77
102.94          66.56           118.66
103.36          66.40           115.27
103.79          66.27           111.51
104.22          66.18           107.36
104.65          66.10           102.97
105.08          66.04           98.56
105.51          66.00           94.37
105.94          65.99           90.52
106.38          66.02           86.98
106.82          66.08           83.65
107.25          66.13           80.41
107.70          66.13           77.14
108.14          66.06           73.71
108.58          65.92           69.98
109.03          65.73           65.87
109.48          65.55           61.40
109.93          65.42           56.64
110.38          65.40           51.73
110.84          65.52           46.85
111.29          65.75           42.14
111.75          65.99           37.58
112.21          66.20           33.03
112.67          66.39           28.23
113.13          66.55           22.99
113.60          66.68           17.23
114.07          66.76           10.95
114.54          66.80           4.26
115.01          66.84           -2.67
115.48          66.94           -9.58
115.95          67.14           -16.24
116.43          67.43           -22.58
116.91          67.75           -28.62
117.39          68.01           -34.51
117.87          68.19           -40.36
118.36          68.28           -46.28
118.85          68.33           -52.35
119.33          68.37           -58.60
119.83          68.43           -64.99
120.32          68.50           -71.42
120.81          68.62           -77.73
121.31          68.81           -83.70
121.81          69.05           -89.20
122.31          69.30           -94.31
122.81          69.50           -99.28
123.32          69.62           -104.35
123.83          69.67           -109.63
124.34          69.68           -115.06
124.85          69.71           -120.54
125.36          69.80           -125.96
125.88          69.96           -131.19
126.39          70.18           -136.16
126.91          70.39           -140.79
127.44          70.55           -145.06
127.96          70.62           -149.10
128.49          70.62           -153.18
129.01          70.57           -157.59
129.55          70.51           -162.40
130.08          70.50           -167.39
130.61          70.55           -172.31
131.15          70.66           -177.00
131.69          70.77           178.55
132.23          70.84           174.32
132.78          70.87           170.27
133.32          70.84           166.30
133.87          70.76           162.24
134.42          70.63           157.90
134.97          70.50           153.28
135.53          70.42           148.58
136.09          70.41           144.14
136.65          70.43           140.21
137.21          70.42           136.87
137.77          70.36           133.93
138.34          70.23           130.98
138.91          70.02           127.72
139.48          69.78           124.08
140.05          69.57           120.15
140.63          69.44           116.18
141.21          69.32           112.52
141.79          69.18           109.44
142.37          69.00           106.93
142.96          68.78           104.73
143.55          68.54           102.55
144.14          68.26           100.10
144.73          67.94           97.27
145.32          67.62           94.21
145.92          67.38           91.25
146.52          67.21           88.60
147.13          67.06           86.37
147.73          66.87           84.52
148.34          66.64           82.86
148.95          66.32           81.13
149.56          65.92           79.21
150.18          65.53           77.00
150.79          65.27           74.53
151.41          65.13           72.12
152.04          65.04           70.17
152.66          64.93           68.71
153.29          64.77           67.52
153.92          64.54           66.30
154.55          64.25           64.77
155.19          63.93           62.98
155.83          63.65           61.30
156.47          63.48           60.01
157.11          63.37           59.06
157.76          63.25           58.35
158.41          63.14           57.75
159.06          63.04           57.06
159.71          62.94           56.19
160.37          62.81           55.28
161.03          62.68           54.63
161.69          62.58           54.51
162.36          62.51           54.66
163.03          62.45           54.41
163.70          62.39           53.70
164.37          62.38           52.98
165.05          62.45           52.41
165.72          62.49           51.81
166.41          62.44           51.20
167.09          62.38           50.78
167.78          62.36           50.52
168.47          62.34           50.00
169.16          62.33           49.08
169.86          62.34           48.17
170.56          62.41           47.64
171.26          62.41           47.57
171.96          62.33           47.23
172.67          62.27           45.41
173.38          62.30           42.59
174.09          62.27           41.53
174.81          62.11           43.25
175.53          61.83           45.03
176.25          61.67           44.54
176.97          61.75           42.51
177.70          61.88           40.18
178.43          62.04           37.75
179.17          62.22           35.72
179.90          62.42           34.79
180.64          62.54           34.55
181.39          62.53           33.72
182.13          62.51           31.34
182.88          62.59           27.79
183.63          62.74           25.15
184.39          62.93           24.40
185.15          63.19           23.03
185.91          63.44           19.10
186.67          63.62           14.70
187.44          63.67           12.01
188.21          63.66           10.35
188.99          63.72           8.65
189.76          63.75           7.02
190.55          63.67           5.49
191.33          63.52           3.41
192.12          63.39           0.64
192.91          63.38           -2.04
193.70          63.44           -4.00
194.50          63.41           -5.20
195.30          63.26           -6.30
196.10          63.05           -8.08
196.91          62.90           -10.24
197.72          62.90           -11.85
198.53          62.93           -12.54
199.35          62.88           -12.93
200.17          62.79           -14.12
200.99          62.69           -16.16
201.82          62.67           -18.19
202.65          62.65           -19.33
203.48          62.56           -19.28
204.32          62.41           -18.75
205.16          62.20           -18.62
206.00          62.09           -19.11
206.85          62.22           -19.42
207.70          62.40           -18.77
208.55          62.57           -17.67
209.41          62.69           -17.02
210.27          62.83           -17.31
211.14          63.16           -18.22
212.01          63.56           -19.00
212.88          63.80           -19.25
213.75          63.95           -19.49
214.63          64.21           -20.49
215.52          64.59           -22.29
216.40          64.96           -24.71
217.29          65.24           -27.67
218.19          65.47           -30.79
219.08          65.66           -33.67
219.99          65.77           -36.38
220.89          65.84           -39.77
221.80          65.91           -44.07
222.71          66.02           -48.41
223.63          66.12           -52.11
224.55          66.10           -55.30
225.47          65.98           -58.83
226.40          65.91           -62.51
227.33          65.95           -65.44
228.26          65.90           -67.48
229.20          65.71           -69.52
230.15          65.52           -72.14
231.09          65.44           -74.59
232.04          65.47           -76.38
233.00          65.39           -77.98
233.96          65.27           -80.42
234.92          65.22           -83.31
235.88          65.27           -85.19
236.86          65.24           -85.97
237.83          65.07           -86.79
238.81          65.01           -88.92
239.79          65.13           -91.16
240.78          65.26           -92.65
241.77          65.21           -94.27
242.76          65.14           -96.63
243.76          65.24           -99.25
244.76          65.46           -101.24
245.77          65.55           -102.96
246.78          65.51           -105.22
247.80          65.61           -107.91
248.81          65.79           -110.11
249.84          65.86           -112.09
250.87          65.86           -114.60
251.90          65.98           -117.69
252.93          66.11           -120.55
253.97          66.08           -122.96
255.02          65.96           -125.86
256.07          65.96           -129.04
257.12          66.02           -131.85
258.18          66.02           -134.39
259.24          65.98           -137.24
260.31          65.96           -140.37
261.38          65.93           -143.20
262.45          65.88           -146.16
263.53          65.78           -149.44
264.62          65.64           -152.29
265.70          65.53           -154.72
266.80          65.40           -157.41
267.90          65.20           -160.36
269.00          65.01           -163.12
270.10          64.87           -166.20
271.21          64.80           -168.78
272.33          64.66           -170.66
273.45          64.43           -172.42
274.58          64.29           -174.61
275.70          64.15           -176.35
276.84          63.86           -177.41
277.98          63.61           -178.84
279.12          63.46           179.66
280.27          63.45           179.48
281.42          63.33           179.23
282.58          63.28           178.21
283.74          63.37           177.47
284.91          63.38           177.63
286.08          63.35           177.52
287.26          63.58           177.05
288.44          63.81           177.08
289.63          63.86           176.10
290.82          64.01           174.47
292.01          64.29           174.14
293.21          64.57           173.11
294.42          64.87           171.07
295.63          65.25           168.94
296.85          65.58           167.32
298.07          65.82           164.70
299.29          66.24           161.22
300.53          66.64           158.29
301.76          66.88           155.32
303.00          67.13           151.50
304.25          67.38           147.65
305.50          67.57           144.58
306.76          67.80           140.87
308.02          68.05           137.27
309.29          68.26           133.46
310.56          68.48           128.69
311.84          68.65           124.90
313.12          68.79           120.81
314.41          68.96           116.89
315.70          69.09           113.04
317.00          69.20           108.95
318.30          69.27           105.19
319.61          69.30           101.26
320.93          69.39           97.08
322.25          69.48           93.19
323.57          69.52           89.06
324.90          69.57           84.63
326.24          69.59           80.78
327.58          69.58           76.51
328.93          69.66           72.59
330.28          69.64           69.11
331.64          69.63           64.53
333.00          69.66           60.80
334.37          69.58           56.72
335.75          69.60           52.15
337.13          69.58           48.53
338.52          69.55           44.48
339.91          69.57           40.36
341.31          69.53           36.85
342.71          69.45           32.97
344.12          69.46           29.28
345.54          69.43           25.75
346.96          69.37           21.73
348.38          69.36           17.50
349.82          69.25           13.79
351.26          69.15           9.52
352.70          69.13           5.82
354.15          68.97           1.95
355.61          68.95           -1.94
357.07          68.86           -5.24
358.54          68.75           -9.33
360.02          68.64           -13.09
361.50          68.47           -16.79
362.98          68.39           -21.10
364.48          68.31           -24.62
365.98          68.15           -28.73
367.48          68.04           -32.27
368.99          67.90           -35.74
370.51          67.78           -38.78
372.03          67.64           -42.14
373.56          67.57           -45.68
375.10          67.41           -48.91
376.64          67.32           -51.96
378.19          67.16           -55.29
379.75          66.96           -58.89
381.31          66.89           -62.09
382.88          66.71           -65.29
384.45          66.63           -68.56
386.04          66.48           -70.93
387.62          66.33           -74.37
389.22          66.29           -76.97
390.82          66.11           -80.43
392.43          66.02           -83.61
394.04          65.91           -87.26
395.66          65.89           -90.29
397.29          65.75           -93.34
398.92          65.67           -96.69
400.56          65.61           -99.45
402.21          65.57           -102.30
403.87          65.48           -105.25
405.53          65.59           -107.98
407.20          65.80           -111.37
408.87          65.68           -113.88
410.55          65.58           -117.02
412.24          65.62           -120.05
413.94          65.54           -123.69
415.64          65.59           -126.63
417.35          65.52           -129.78
419.07          65.42           -132.79
420.79          65.30           -136.34
422.52          65.33           -139.28
424.26          65.15           -142.22
426.00          65.20           -146.29
427.76          65.07           -149.67
429.51          65.11           -152.45
431.28          64.78           -155.60
433.06          64.47           -158.20
434.84          64.40           -161.37
436.63          64.42           -164.25
438.42          64.25           -167.10
440.22          64.19           -169.32
442.04          64.16           -172.04
443.85          64.16           -174.69
445.68          64.20           -177.58
447.51          64.25           179.69
449.35          64.27           176.74
451.20          64.42           173.63
453.06          64.50           170.88
454.92          64.66           167.84
456.79          64.78           164.39
458.67          64.93           160.42
460.56          65.09           156.74
462.45          65.44           152.75
464.35          65.53           148.82
466.26          65.82           144.83
468.18          66.02           139.81
470.11          66.23           135.65
472.04          66.44           131.12
473.98          66.62           127.17
475.93          66.80           122.21
477.89          66.97           117.02
479.86          67.12           112.65
481.83          67.20           107.72
483.81          67.25           103.07
485.80          67.27           97.81
487.80          67.36           93.26
489.81          67.35           88.26
491.82          67.28           83.47
493.85          67.29           78.12
495.88          67.25           73.24
497.92          67.25           68.85
499.96          67.16           63.90
502.02          67.12           59.34
504.09          67.04           54.57
506.16          66.91           50.86
508.24          66.87           47.52
510.33          66.77           43.17
512.43          66.67           39.68
514.54          66.63           35.76
516.66          66.59           32.34
518.78          66.57           29.13
520.91          66.68           25.59
523.06          66.69           22.85
525.21          66.70           19.81
527.37          66.78           16.65
529.54          66.90           13.52
531.72          67.03           10.52
533.90          67.20           6.92
536.10          67.47           3.78
538.30          67.75           -0.03
540.52          67.97           -4.15
542.74          68.21           -7.87
544.97          68.42           -12.28
547.22          68.73           -16.60
549.47          69.03           -21.16
551.73          69.36           -26.22
554.00          69.59           -31.15
556.28          69.80           -37.29
558.56          70.08           -42.79
560.86          70.27           -48.75
563.17          70.42           -54.84
565.48          70.59           -61.20
567.81          70.72           -67.27
570.15          70.77           -73.71
572.49          70.83           -80.33
574.85          70.87           -86.88
577.21          70.93           -93.33
579.59          71.02           -100.01
581.97          71.04           -106.63
584.36          71.03           -113.05
586.77          70.92           -119.61
589.18          70.86           -125.97
591.60          70.82           -132.44
594.04          70.72           -138.51
596.48          70.64           -144.48
598.93          70.59           -150.25
601.40          70.49           -155.94
603.87          70.43           -161.69
606.36          70.39           -167.25
608.85          70.30           -172.79
611.35          70.25           -178.34
613.87          70.19           176.06
616.39          70.12           170.59
618.93          70.08           165.12
621.47          70.07           159.62
624.03          70.13           154.34
626.60          70.19           148.94
629.18          70.27           143.58
631.76          70.38           137.60
634.36          70.50           131.82
636.97          70.57           125.80
639.59          70.65           119.56
642.22          70.76           113.39
644.86          70.84           106.71
647.52          70.98           100.07
650.18          71.06           93.30
652.85          71.12           86.40
655.54          71.15           79.46
658.24          71.16           72.42
660.94          71.13           65.07
663.66          71.06           57.67
666.39          70.92           50.16
669.13          70.75           42.91
671.89          70.56           35.53
674.65          70.29           28.43
677.42          70.01           21.89
680.21          69.72           15.64
683.01          69.34           9.51
685.82          68.97           4.57
688.64          68.56           0.11
691.47          68.17           -3.81
694.32          67.77           -7.59
697.17          67.42           -11.12
700.04          67.13           -14.47
702.92          66.97           -17.58
705.81          66.96           -20.82
708.71          67.14           -23.94
711.63          67.30           -27.48
714.56          67.56           -30.84
717.50          67.91           -34.62
720.45          68.25           -39.09
723.41          68.54           -43.67
726.39          68.85           -48.54
729.37          69.14           -54.48
732.37          69.39           -61.18
735.39          69.61           -68.09
738.41          69.80           -75.24
741.45          69.99           -82.66
744.50          70.13           -90.17
747.56          70.22           -97.76
750.64          70.31           -105.25
753.72          70.38           -112.70
756.82          70.43           -120.01
759.94          70.45           -127.37
763.06          70.44           -134.62
766.20          70.44           -141.83
769.35          70.50           -149.39
772.52          70.53           -156.59
775.69          70.57           -163.62
778.89          70.60           -170.53
782.09          70.67           -177.77
785.31          70.68           174.82
788.54          70.70           167.66
791.78          70.75           160.31
795.04          70.83           152.89
798.31          70.85           145.44
801.59          70.86           137.78
804.89          70.89           130.14
808.20          70.89           122.43
811.52          70.91           114.85
814.86          70.90           107.25
818.21          70.88           99.83
821.58          70.87           92.11
824.96          70.85           84.54
828.35          70.81           77.11
831.76          70.75           69.82
835.18          70.75           62.78
838.62          70.75           55.59
842.06          70.69           48.41
845.53          70.66           41.35
849.01          70.66           34.13
852.50          70.65           27.29
856.01          70.67           20.49
859.53          70.73           13.66
863.06          70.81           6.53
866.61          70.93           -0.58
870.18          71.00           -7.61
873.76          71.11           -14.91
877.35          71.19           -22.45
880.96          71.29           -30.19
884.58          71.37           -37.82
888.22          71.46           -45.62
891.87          71.51           -53.49
895.54          71.62           -61.25
899.23          71.69           -69.23
902.93          71.75           -77.08
906.64          71.80           -85.31
910.37          71.84           -93.47
914.11          71.90           -101.42
917.87          71.93           -109.61
921.65          71.97           -118.04
925.44          72.02           -126.39
929.25          72.09           -134.62
933.07          72.17           -142.84
936.91          72.23           -150.76
940.76          72.31           -159.23
944.63          72.42           -167.73
948.52          72.49           -176.15
952.42          72.55           175.25
956.33          72.64           166.71
960.27          72.71           157.93
964.22          72.82           149.39
