Freq[Hz]        [dBSPL]         Phase[Deg]
15.20           96.43           65.43
15.26           95.55           59.29
15.33           94.64           53.00
15.39           93.71           46.66
15.45           92.76           40.37
15.52           91.80           34.23
15.58           90.84           28.33
15.64           89.89           22.79
15.71           88.97           17.70
15.77           88.08           13.16
15.84           87.23           9.27
15.90           86.46           6.09
15.97           85.76           3.69
16.03           85.15           2.11
16.10           84.66           1.38
16.17           84.29           1.53
16.23           84.04           2.55
16.30           83.93           4.45
16.37           83.94           7.20
16.43           84.08           10.75
16.50           84.32           15.06
16.57           84.64           20.05
16.64           85.05           25.64
16.70           85.51           31.72
16.77           86.01           38.18
16.84           86.54           44.91
16.91           87.08           51.80
16.98           87.62           58.72
17.05           88.16           65.55
17.12           88.67           72.18
17.19           89.16           78.48
17.26           89.61           84.34
17.33           90.03           89.66
17.40           90.41           94.36
17.48           90.74           98.35
17.55           91.03           101.59
17.62           91.29           104.01
17.69           91.50           105.57
17.77           91.66           106.25
17.84           91.79           106.03
17.91           91.88           104.92
17.99           91.92           102.92
18.06           91.92           100.06
18.13           91.89           96.39
18.21           91.81           91.95
18.28           91.70           86.81
18.36           91.56           81.03
18.43           91.39           74.69
18.51           91.19           67.84
18.59           90.96           60.56
18.66           90.72           52.91
18.74           90.46           44.95
18.82           90.19           36.74
18.89           89.91           28.34
18.97           89.63           19.78
19.05           89.34           11.12
19.13           89.06           2.40
19.21           88.78           -6.36
19.29           88.50           -15.11
19.37           88.23           -23.84
19.44           87.97           -32.52
19.52           87.72           -41.14
19.61           87.47           -49.69
19.69           87.23           -58.17
19.77           87.00           -66.57
19.85           86.76           -74.90
19.93           86.52           -83.16
20.01           86.28           -91.34
20.09           86.03           -99.45
20.18           85.77           -107.48
20.26           85.51           -115.43
20.34           85.23           -123.27
20.43           84.95           -131.02
20.51           84.65           -138.63
20.59           84.33           -146.11
20.68           84.01           -153.42
20.76           83.67           -160.54
20.85           83.31           -167.44
20.94           82.94           -174.09
21.02           82.56           179.54
21.11           82.17           173.49
21.20           81.77           167.80
21.28           81.37           162.53
21.37           80.96           157.71
21.46           80.55           153.39
21.55           80.15           149.61
21.63           79.75           146.40
21.72           79.37           143.78
21.81           79.00           141.79
21.90           78.65           140.42
21.99           78.32           139.69
22.08           78.01           139.59
22.17           77.73           140.11
22.27           77.47           141.24
22.36           77.25           142.94
22.45           77.05           145.18
22.54           76.89           147.92
22.63           76.76           151.12
22.73           76.66           154.70
22.82           76.59           158.60
22.91           76.55           162.76
23.01           76.54           167.10
23.10           76.55           171.58
23.20           76.59           176.13
23.29           76.66           -179.31
23.39           76.74           -174.78
23.49           76.84           -170.34
23.58           76.95           -166.04
23.68           77.08           -161.91
23.78           77.21           -158.00
23.87           77.34           -154.35
23.97           77.47           -150.98
24.07           77.60           -147.93
24.17           77.71           -145.22
24.27           77.82           -142.87
24.37           77.90           -140.90
24.47           77.97           -139.32
24.57           78.01           -138.12
24.67           78.04           -137.29
24.77           78.04           -136.81
24.88           78.03           -136.67
24.98           77.99           -136.82
25.08           77.94           -137.21
25.18           77.88           -137.80
25.29           77.80           -138.53
25.39           77.71           -139.31
25.50           77.63           -140.08
25.60           77.56           -140.72
25.71           77.51           -141.15
25.81           77.49           -141.27
25.92           77.51           -141.00
26.02           77.60           -140.27
26.13           77.74           -139.05
26.24           77.95           -137.31
26.35           78.21           -135.06
26.45           78.53           -132.32
26.56           78.87           -129.12
26.67           79.23           -125.54
26.78           79.59           -121.65
26.89           79.92           -117.58
27.00           80.21           -113.45
27.11           80.46           -109.43
27.23           80.64           -105.67
27.34           80.76           -102.33
27.45           80.81           -99.54
27.56           80.82           -97.40
27.68           80.76           -95.98
27.79           80.65           -95.32
27.90           80.49           -95.43
28.02           80.26           -96.27
28.14           79.97           -97.80
28.25           79.61           -99.92
28.37           79.17           -102.50
28.48           78.66           -105.38
28.60           78.08           -108.36
28.72           77.44           -111.24
28.84           76.78           -113.84
28.96           76.15           -115.98
29.07           75.60           -117.53
29.19           75.20           -118.39
29.31           74.98           -118.47
29.43           74.96           -117.77
29.56           75.12           -116.29
29.68           75.39           -114.07
29.80           75.73           -111.20
29.92           76.06           -107.82
30.04           76.34           -104.09
30.17           76.56           -100.17
30.29           76.71           -96.26
30.42           76.79           -92.53
30.54           76.81           -89.15
30.67           76.77           -86.25
30.79           76.68           -83.94
30.92           76.53           -82.28
31.05           76.31           -81.32
31.18           76.02           -81.07
31.30           75.63           -81.50
31.43           75.13           -82.57
31.56           74.49           -84.18
31.69           73.71           -86.24
31.82           72.79           -88.62
31.95           71.74           -91.18
32.08           70.60           -93.77
32.22           69.41           -96.27
32.35           68.23           -98.55
32.48           67.11           -100.50
32.62           66.12           -102.01
32.75           65.30           -102.98
32.88           64.68           -103.32
33.02           64.25           -102.95
33.16           64.01           -101.81
33.29           63.90           -99.83
33.43           63.90           -96.97
33.57           63.96           -93.19
33.70           64.06           -88.45
33.84           64.19           -82.71
33.98           64.31           -75.92
34.12           64.42           -68.06
34.26           64.51           -59.08
34.40           64.56           -48.99
34.54           64.58           -37.81
34.69           64.56           -25.61
34.83           64.50           -12.49
34.97           64.40           1.41
35.12           64.27           15.90
35.26           64.10           30.76
35.41           63.91           45.74
35.55           63.68           60.52
35.70           63.44           74.76
35.84           63.19           88.16
35.99           62.95           100.43
36.14           62.75           111.34
36.29           62.61           120.69
36.44           62.57           128.34
36.59           62.65           134.22
36.74           62.85           138.34
36.89           63.17           140.79
37.04           63.58           141.75
37.19           64.05           141.47
37.35           64.53           140.22
37.50           65.02           138.27
37.65           65.47           135.90
37.81           65.90           133.41
37.97           66.28           131.10
38.12           66.61           129.23
38.28           66.90           127.97
38.44           67.13           127.43
38.59           67.32           127.64
38.75           67.46           128.58
38.91           67.55           130.21
39.07           67.59           132.44
39.23           67.59           135.12
39.39           67.54           138.09
39.56           67.46           141.14
39.72           67.36           144.12
39.88           67.23           146.89
40.05           67.11           149.36
40.21           67.01           151.46
40.38           66.94           153.14
40.54           66.92           154.40
40.71           66.98           155.23
40.88           67.11           155.66
41.04           67.31           155.76
41.21           67.56           155.56
41.38           67.84           155.09
41.55           68.14           154.38
41.72           68.42           153.46
41.90           68.68           152.34
42.07           68.90           151.05
42.24           69.10           149.60
42.42           69.26           148.02
42.59           69.39           146.33
42.76           69.49           144.56
42.94           69.56           142.74
43.12           69.59           140.93
43.29           69.59           139.13
43.47           69.55           137.38
43.65           69.48           135.68
43.83           69.38           134.04
44.01           69.26           132.45
44.19           69.12           130.90
44.37           68.99           129.36
44.56           68.86           127.79
44.74           68.76           126.16
44.92           68.67           124.46
45.11           68.61           122.65
45.29           68.57           120.71
45.48           68.56           118.63
45.67           68.57           116.39
45.86           68.61           114.00
46.04           68.66           111.48
46.23           68.73           108.83
46.42           68.83           106.08
46.61           68.93           103.28
46.81           69.05           100.47
47.00           69.18           97.70
47.19           69.31           95.02
47.39           69.44           92.47
47.58           69.58           90.10
47.78           69.70           87.91
47.97           69.83           85.93
48.17           69.94           84.15
48.37           70.05           82.55
48.57           70.16           81.12
48.77           70.26           79.82
48.97           70.35           78.64
49.17           70.44           77.53
49.37           70.51           76.48
49.58           70.57           75.46
49.78           70.61           74.45
49.98           70.63           73.44
50.19           70.63           72.40
50.40           70.61           71.34
50.60           70.57           70.25
50.81           70.51           69.13
51.02           70.45           68.02
51.23           70.38           66.91
51.44           70.31           65.85
51.65           70.25           64.84
51.86           70.20           63.90
52.08           70.16           63.02
52.29           70.15           62.20
52.51           70.16           61.41
52.72           70.19           60.62
52.94           70.25           59.80
53.16           70.32           58.94
53.38           70.43           58.01
53.60           70.56           56.99
53.82           70.72           55.88
54.04           70.91           54.67
54.26           71.14           53.35
54.48           71.41           51.91
54.71           71.71           50.33
54.93           72.03           48.59
55.16           72.37           46.68
55.39           72.68           44.60
55.61           72.96           42.36
55.84           73.18           39.99
56.07           73.35           37.53
56.30           73.47           35.06
56.53           73.55           32.65
56.77           73.61           30.39
57.00           73.66           28.37
57.23           73.72           26.67
57.47           73.80           25.34
57.71           73.90           24.36
57.94           74.02           23.69
58.18           74.13           23.27
58.42           74.23           22.99
58.66           74.28           22.72
58.90           74.29           22.38
59.15           74.25           21.92
59.39           74.21           21.30
59.63           74.16           20.53
59.88           74.13           19.61
60.12           74.12           18.56
60.37           74.14           17.36
60.62           74.18           15.96
60.87           74.22           14.32
61.12           74.25           12.39
61.37           74.27           10.17
61.62           74.26           7.67
61.88           74.22           4.96
62.13           74.18           2.14
62.39           74.17           -0.66
62.64           74.21           -3.34
62.90           74.31           -5.80
63.16           74.47           -8.00
63.42           74.69           -9.95
63.68           74.94           -11.68
63.94           75.21           -13.26
64.21           75.47           -14.74
64.47           75.72           -16.19
64.74           75.95           -17.64
65.00           76.15           -19.11
65.27           76.33           -20.62
65.54           76.51           -22.19
65.81           76.68           -23.81
66.08           76.86           -25.52
66.35           77.04           -27.35
66.62           77.22           -29.31
66.90           77.39           -31.46
67.17           77.54           -33.80
67.45           77.67           -36.37
67.73           77.79           -39.17
68.00           77.89           -42.17
68.28           77.98           -45.37
68.56           78.08           -48.74
68.85           78.20           -52.24
69.13           78.33           -55.85
69.41           78.47           -59.54
69.70           78.61           -63.29
69.99           78.73           -67.09
70.27           78.82           -70.90
70.56           78.87           -74.71
70.85           78.90           -78.49
71.14           78.92           -82.21
71.44           78.94           -85.87
71.73           78.97           -89.44
72.03           79.02           -92.93
72.32           79.07           -96.37
72.62           79.12           -99.80
72.92           79.14           -103.25
73.22           79.10           -106.78
73.52           79.01           -110.40
73.82           78.86           -114.15
74.13           78.67           -118.01
74.43           78.46           -121.98
74.74           78.24           -126.03
75.04           78.01           -130.12
75.35           77.78           -134.20
75.66           77.55           -138.21
75.97           77.28           -142.08
76.29           76.98           -145.78
76.60           76.62           -149.26
76.92           76.20           -152.52
77.23           75.72           -155.52
77.55           75.22           -158.24
77.87           74.73           -160.65
78.19           74.25           -162.72
78.51           73.82           -164.44
78.83           73.43           -165.79
79.16           73.07           -166.81
79.48           72.73           -167.53
79.81           72.39           -168.02
80.14           72.04           -168.38
80.47           71.66           -168.74
80.80           71.25           -169.22
81.13           70.78           -169.95
81.47           70.26           -171.03
81.80           69.71           -172.48
82.14           69.16           -174.23
82.47           68.64           -176.12
82.81           68.18           -177.93
83.15           67.79           -179.50
83.50           67.48           179.30
83.84           67.24           178.47
84.19           67.07           177.96
84.53           66.98           177.74
84.88           66.95           177.77
85.23           66.97           178.06
85.58           67.01           178.67
85.93           67.04           179.67
86.28           67.05           -178.89
86.64           67.04           -176.99
87.00           66.99           -174.71
87.35           66.91           -172.20
87.71           66.81           -169.66
88.07           66.70           -167.33
88.44           66.61           -165.39
88.80           66.57           -163.94
89.16           66.59           -163.06
89.53           66.66           -162.82
89.90           66.70           -163.31
90.27           66.68           -164.57
90.64           66.61           -166.53
91.01           66.51           -168.99
91.39           66.44           -171.61
91.76           66.41           -174.12
92.14           66.41           -176.41
92.52           66.44           -178.55
92.90           66.47           179.24
93.28           66.47           176.81
93.67           66.44           174.13
94.05           66.36           171.30
94.44           66.23           168.50
94.83           66.02           165.88
95.22           65.77           163.52
95.61           65.54           161.46
96.00           65.37           159.68
96.40           65.28           158.12
96.79           65.26           156.67
97.19           65.27           155.17
97.59           65.32           153.45
97.99           65.35           151.39
98.40           65.36           148.97
98.80           65.32           146.26
99.21           65.26           143.35
99.62           65.20           140.24
100.03          65.17           136.90
100.44          65.18           133.25
100.85          65.23           129.33
101.26          65.30           125.36
101.68          65.34           121.61
102.10          65.34           118.27
102.52          65.31           115.32
102.94          65.24           112.57
103.36          65.14           109.70
103.79          65.01           106.43
104.22          64.88           102.62
104.65          64.81           98.37
105.08          64.83           94.00
105.51          64.89           89.96
105.94          64.93           86.60
106.38          64.92           83.97
106.82          64.82           81.82
107.25          64.66           79.69
107.70          64.47           77.22
108.14          64.33           74.24
108.58          64.23           70.76
109.03          64.17           66.85
109.48          64.12           62.55
109.93          64.12           57.86
110.38          64.15           52.87
110.84          64.24           47.84
111.29          64.38           43.03
111.75          64.57           38.49
112.21          64.77           33.86
112.67          64.91           28.63
113.13          64.96           22.52
113.60          64.96           15.66
114.07          64.92           8.51
114.54          64.89           1.48
115.01          64.94           -5.35
115.48          65.12           -12.21
115.95          65.42           -19.28
116.43          65.76           -26.50
116.91          66.07           -33.53
117.39          66.31           -40.06
117.87          66.46           -46.10
118.36          66.54           -51.98
118.85          66.57           -58.03
119.33          66.60           -64.32
119.83          66.73           -70.63
120.32          67.00           -76.67
120.81          67.36           -82.32
121.31          67.74           -87.62
121.81          68.08           -92.71
122.31          68.34           -97.66
122.81          68.51           -102.48
123.32          68.59           -107.12
123.83          68.64           -111.67
124.34          68.69           -116.33
124.85          68.79           -121.29
125.36          68.94           -126.52
125.88          69.12           -131.79
126.39          69.32           -136.81
126.91          69.51           -141.40
127.44          69.67           -145.55
127.96          69.77           -149.45
128.49          69.80           -153.39
129.01          69.79           -157.65
129.55          69.75           -162.28
130.08          69.74           -167.14
130.61          69.76           -171.96
131.15          69.82           -176.55
131.69          69.89           179.20
132.23          69.95           175.28
132.78          69.95           171.59
133.32          69.90           167.98
133.87          69.80           164.29
134.42          69.69           160.42
134.97          69.56           156.29
135.53          69.44           151.95
136.09          69.31           147.58
136.65          69.19           143.46
137.21          69.08           139.80
137.77          68.96           136.55
138.34          68.82           133.46
138.91          68.63           130.27
139.48          68.39           126.80
140.05          68.15           123.02
140.63          67.93           119.05
141.21          67.75           115.20
141.79          67.59           111.75
142.37          67.43           108.71
142.96          67.23           105.90
143.55          66.97           103.15
144.14          66.69           100.34
144.73          66.41           97.42
145.32          66.17           94.48
145.92          65.98           91.65
146.52          65.84           88.95
147.13          65.69           86.35
147.73          65.52           83.82
148.34          65.34           81.37
148.95          65.11           79.01
149.56          64.86           76.73
150.18          64.62           74.51
150.79          64.43           72.35
151.41          64.24           70.46
152.04          64.06           69.03
152.66          63.90           68.01
153.29          63.77           67.16
153.92          63.64           66.20
154.55          63.45           64.88
155.19          63.17           63.22
155.83          62.84           61.63
156.47          62.62           60.48
157.11          62.54           59.90
157.76          62.50           59.79
158.41          62.41           59.92
159.06          62.24           60.02
159.71          62.02           59.84
160.37          61.82           59.29
161.03          61.74           58.46
161.69          61.72           57.62
162.36          61.67           57.04
163.03          61.55           56.84
163.70          61.42           56.78
164.37          61.37           56.38
165.05          61.41           55.61
165.72          61.45           54.98
166.41          61.42           54.73
167.09          61.34           54.59
167.78          61.28           54.11
168.47          61.28           52.99
169.16          61.33           51.39
169.86          61.37           50.05
170.56          61.34           49.47
171.26          61.29           49.40
171.96          61.30           49.23
172.67          61.28           48.49
173.38          61.26           47.26
174.09          61.43           46.47
174.81          62.22           46.97
175.53          62.85           48.23
176.25          62.91           48.81
176.97          62.84           47.90
177.70          62.81           45.77
178.43          62.84           43.30
179.17          62.90           41.48
179.90          62.99           40.74
180.64          63.07           40.43
181.39          63.09           39.49
182.13          63.04           37.51
182.88          63.02           34.69
183.63          63.16           31.65
184.39          63.38           28.93
185.15          63.46           26.20
185.91          62.99           22.97
186.67          62.43           19.50
187.44          62.45           16.29
188.21          62.68           13.64
188.99          62.85           11.68
189.76          62.93           10.52
190.55          62.91           9.73
191.33          62.82           8.10
192.12          62.73           5.38
192.91          62.78           2.75
193.70          62.94           0.79
194.50          62.97           -0.87
195.30          62.86           -2.49
196.10          62.71           -4.26
196.91          62.64           -6.14
197.72          62.64           -7.79
198.53          62.61           -8.99
199.35          62.46           -9.96
200.17          62.22           -11.27
200.99          61.98           -13.31
201.82          61.77           -16.13
202.65          61.65           -18.49
203.48          61.62           -19.38
204.32          61.59           -20.08
205.16          61.41           -21.33
206.00          61.12           -22.04
206.85          61.07           -21.68
207.70          61.26           -20.73
208.55          61.34           -19.67
209.41          61.34           -19.00
210.27          61.51           -19.15
211.14          61.92           -20.00
212.01          62.28           -20.97
212.88          62.54           -21.55
213.75          62.82           -21.75
214.63          63.20           -22.07
215.52          63.61           -23.25
216.40          63.92           -25.30
217.29          64.15           -27.16
218.19          64.38           -28.84
219.08          64.68           -31.35
219.99          64.92           -34.53
220.89          65.02           -38.21
221.80          65.09           -42.59
222.71          65.19           -46.82
223.63          65.25           -50.25
224.55          65.21           -53.33
225.47          65.15           -56.59
226.40          65.12           -60.01
227.33          65.09           -63.10
228.26          65.01           -65.16
229.20          64.84           -66.83
230.15          64.63           -69.44
231.09          64.52           -72.34
232.04          64.52           -74.71
233.00          64.36           -76.69
233.96          64.15           -78.78
234.92          64.05           -80.89
235.88          64.06           -82.54
236.86          64.04           -83.88
237.83          63.94           -85.36
238.81          63.89           -87.40
239.79          63.95           -89.62
240.78          64.01           -91.29
241.77          63.98           -92.38
242.76          63.96           -94.71
243.76          64.07           -97.97
244.76          64.31           -100.00
245.77          64.50           -101.50
246.78          64.51           -103.63
247.80          64.55           -106.34
248.81          64.65           -108.93
249.84          64.71           -111.18
250.87          64.74           -113.70
251.90          64.81           -116.84
252.93          64.90           -119.40
253.97          64.92           -121.40
255.02          64.86           -123.77
256.07          64.89           -126.73
257.12          64.93           -130.11
258.18          64.89           -133.12
259.24          64.80           -136.15
260.31          64.74           -139.44
261.38          64.62           -142.24
262.45          64.48           -145.34
263.53          64.40           -149.09
264.62          64.37           -152.20
265.70          64.24           -155.03
266.80          64.10           -157.97
267.90          63.97           -160.62
269.00          63.77           -163.26
270.10          63.57           -166.50
271.21          63.40           -169.65
272.33          63.17           -171.91
273.45          63.02           -173.33
274.58          62.87           -174.88
275.70          62.72           -176.35
276.84          62.42           -177.40
277.98          62.13           -178.97
279.12          62.02           179.41
280.27          62.06           179.94
281.42          61.81           179.85
282.58          61.74           178.43
283.74          61.89           177.77
284.91          61.90           178.20
286.08          61.86           177.35
287.26          62.11           176.78
288.44          62.38           177.23
289.63          62.51           176.53
290.82          62.67           173.88
292.01          62.93           171.94
293.21          63.17           171.30
294.42          63.45           169.57
295.63          63.88           167.85
296.85          64.17           167.06
298.07          64.32           164.47
299.29          64.74           161.22
300.53          65.10           159.07
301.76          65.32           156.32
303.00          65.64           152.42
304.25          65.99           149.24
305.50          66.18           145.97
306.76          66.44           141.98
308.02          66.71           138.40
309.29          66.92           135.48
310.56          67.18           132.27
311.84          67.36           128.56
313.12          67.54           124.76
314.41          67.69           120.86
315.70          67.82           116.31
317.00          67.97           111.87
318.30          68.09           108.05
319.61          68.16           103.86
320.93          68.28           99.66
322.25          68.37           95.77
323.57          68.40           91.48
324.90          68.49           87.03
326.24          68.49           83.07
327.58          68.45           78.90
328.93          68.50           75.14
330.28          68.49           71.38
331.64          68.50           66.60
333.00          68.54           62.12
334.37          68.48           58.14
335.75          68.48           53.86
337.13          68.49           50.16
338.52          68.44           45.77
339.91          68.41           41.79
341.31          68.30           38.17
342.71          68.20           34.00
344.12          68.19           30.07
345.54          68.10           26.52
346.96          68.08           22.59
348.38          68.08           18.53
349.82          67.98           14.33
351.26          67.88           10.05
352.70          67.78           6.20
354.15          67.64           2.78
355.61          67.63           -1.48
357.07          67.51           -4.70
358.54          67.34           -8.78
360.02          67.21           -12.28
361.50          67.06           -15.65
362.98          67.00           -19.84
364.48          66.88           -23.37
365.98          66.79           -26.85
367.48          66.67           -30.25
368.99          66.50           -33.73
370.51          66.40           -37.36
372.03          66.28           -40.30
373.56          66.15           -43.57
375.10          66.17           -46.30
376.64          66.12           -49.55
378.19          65.97           -52.68
379.75          65.87           -56.21
381.31          65.86           -58.87
382.88          65.70           -62.02
384.45          65.64           -65.50
386.04          65.51           -68.00
387.62          65.42           -71.15
389.22          65.28           -74.00
390.82          65.14           -76.95
392.43          65.14           -80.20
394.04          65.00           -82.98
395.66          64.99           -85.80
397.29          64.93           -89.01
398.92          64.71           -92.55
400.56          64.58           -95.59
402.21          64.53           -98.98
403.87          64.48           -102.29
405.53          64.42           -106.13
407.20          64.33           -110.97
408.87          64.27           -113.98
410.55          64.22           -117.37
412.24          64.18           -120.85
413.94          64.02           -125.55
415.64          64.16           -128.99
417.35          64.04           -132.61
419.07          64.00           -136.02
420.79          63.83           -140.65
422.52          63.83           -143.51
424.26          63.71           -146.94
426.00          63.62           -150.65
427.76          63.47           -153.84
429.51          63.43           -157.23
431.28          63.23           -160.49
433.06          63.33           -161.73
434.84          63.25           -165.52
436.63          63.13           -168.49
438.42          63.03           -172.15
440.22          62.95           -174.04
442.04          62.77           -177.33
443.85          62.66           179.99
445.68          62.57           177.18
447.51          62.62           174.70
449.35          62.52           171.14
451.20          62.54           168.20
453.06          62.65           165.12
454.92          62.75           162.26
456.79          62.84           159.79
458.67          62.92           156.53
460.56          63.02           152.63
462.45          63.24           149.12
464.35          63.44           145.29
466.26          63.62           142.38
468.18          63.90           137.94
470.11          64.07           134.20
472.04          64.21           130.14
473.98          64.28           125.84
475.93          64.45           121.58
477.89          64.60           116.41
479.86          64.77           111.85
481.83          64.82           107.24
483.81          64.82           102.63
485.80          64.80           97.46
487.80          64.85           92.72
489.81          64.86           88.66
491.82          64.80           84.26
493.85          64.67           79.89
495.88          64.61           75.14
497.92          64.61           70.81
499.96          64.56           65.80
502.02          64.54           61.71
504.09          64.54           57.14
506.16          64.40           52.92
508.24          64.38           49.53
510.33          64.27           45.82
512.43          64.21           42.36
514.54          64.20           38.11
516.66          64.13           35.02
518.78          64.09           31.91
520.91          64.14           28.26
523.06          64.06           25.83
525.21          64.21           22.24
527.37          64.28           19.27
529.54          64.23           16.54
531.72          64.29           13.77
533.90          64.44           10.17
536.10          64.66           6.66
538.30          64.88           3.34
540.52          65.09           0.20
542.74          65.43           -3.85
544.97          65.72           -7.91
547.22          66.01           -11.57
549.47          66.33           -16.67
551.73          66.64           -21.25
554.00          66.86           -26.28
556.28          67.21           -31.79
558.56          67.46           -37.15
560.86          67.66           -43.04
563.17          67.81           -49.10
565.48          67.97           -55.22
567.81          68.12           -61.36
570.15          68.19           -66.92
572.49          68.29           -73.16
574.85          68.35           -79.15
577.21          68.41           -85.10
579.59          68.44           -91.26
581.97          68.42           -97.11
584.36          68.44           -102.84
586.77          68.42           -108.77
589.18          68.39           -114.78
591.60          68.28           -121.36
594.04          68.19           -127.17
596.48          68.14           -132.66
598.93          68.07           -138.43
601.40          68.03           -144.07
603.87          67.97           -149.57
606.36          67.92           -154.99
608.85          67.84           -160.29
611.35          67.75           -165.86
613.87          67.63           -170.79
616.39          67.61           -176.16
618.93          67.60           178.26
621.47          67.59           172.64
624.03          67.59           167.34
626.60          67.64           162.00
629.18          67.69           156.89
631.76          67.82           151.08
634.36          67.93           145.42
636.97          68.05           139.76
639.59          68.15           134.20
642.22          68.23           128.14
644.86          68.35           121.66
647.52          68.48           115.08
650.18          68.56           108.26
652.85          68.63           101.10
655.54          68.63           94.01
658.24          68.65           87.12
660.94          68.63           80.24
663.66          68.56           73.41
666.39          68.43           66.31
669.13          68.33           59.39
671.89          68.11           52.68
674.65          67.88           45.97
677.42          67.70           39.61
680.21          67.40           34.08
683.01          67.10           28.56
685.82          66.75           23.69
688.64          66.42           19.44
691.47          66.11           15.30
694.32          65.82           11.34
697.17          65.64           8.21
700.04          65.50           4.87
702.92          65.39           1.34
705.81          65.53           -2.56
708.71          65.76           -5.84
711.63          65.95           -9.44
714.56          66.25           -13.21
717.50          66.51           -17.44
720.45          66.80           -21.85
723.41          67.14           -27.10
726.39          67.46           -31.91
729.37          67.78           -37.58
732.37          68.08           -44.03
735.39          68.43           -50.41
738.41          68.74           -57.15
741.45          68.98           -64.44
744.50          69.21           -72.03
747.56          69.41           -79.11
750.64          69.58           -86.48
753.72          69.71           -94.06
756.82          69.87           -101.29
759.94          70.00           -108.74
763.06          70.11           -115.75
766.20          70.22           -123.10
769.35          70.34           -130.75
772.52          70.45           -138.34
775.69          70.57           -145.76
778.89          70.67           -153.22
782.09          70.75           -160.97
785.31          70.83           -168.71
788.54          70.94           -176.43
791.78          71.04           175.80
795.04          71.12           167.78
798.31          71.20           159.83
801.59          71.30           151.69
804.89          71.35           143.17
808.20          71.41           135.01
811.52          71.47           126.54
814.86          71.51           118.34
818.21          71.54           110.23
821.58          71.56           101.75
824.96          71.54           93.31
828.35          71.51           85.28
831.76          71.50           77.12
835.18          71.44           69.10
838.62          71.42           61.07
842.06          71.36           53.19
845.53          71.31           45.32
849.01          71.29           37.61
852.50          71.26           30.09
856.01          71.22           22.59
859.53          71.22           15.04
863.06          71.19           7.34
866.61          71.20           -0.43
870.18          71.20           -8.34
873.76          71.22           -16.33
877.35          71.24           -24.61
880.96          71.27           -32.92
884.58          71.27           -41.29
888.22          71.29           -49.63
891.87          71.24           -58.14
895.54          71.23           -66.76
899.23          71.22           -75.46
902.93          71.15           -84.03
906.64          71.06           -92.74
910.37          71.01           -101.37
914.11          70.91           -110.07
917.87          70.85           -118.73
921.65          70.74           -127.61
925.44          70.60           -136.28
929.25          70.45           -144.71
933.07          70.32           -152.91
936.91          70.21           -161.27
940.76          70.09           -169.44
944.63          69.97           -178.02
948.52          69.84           173.44
952.42          69.71           165.45
956.33          69.64           157.58
960.27          69.52           149.15
964.22          69.43           140.97
968.18          69.33           132.89
972.17          69.28           124.69
976.17          69.20           116.61
980.18          69.14           108.42
984.21          69.13           100.31
